Orthogroup	GCA_000310125.2	Reactor4-bin.4
OG0000545	lcl|AMXB01000047.1_prot_ENO75812.1_3771, lcl|AMXB01000040.1_prot_ENO76350.1_3555	CEKMHFBL_00118
OG0000546	lcl|AMXB01000040.1_prot_ENO76347.1_3552, lcl|AMXB01000065.1_prot_ENO74950.1_4087	CEKMHFBL_00122
OG0000547	lcl|AMXB01000040.1_prot_ENO76346.1_3551	CEKMHFBL_00123
OG0000548	lcl|AMXB01000010.1_prot_ENO81717.1_1485	CEKMHFBL_02421
OG0000549	lcl|AMXB01000010.1_prot_ENO81720.1_1488	CEKMHFBL_00952
OG0000550	lcl|AMXB01000010.1_prot_ENO81721.1_1489	CEKMHFBL_00953
OG0000551	lcl|AMXB01000010.1_prot_ENO81723.1_1491	CEKMHFBL_02622
OG0000552	lcl|AMXB01000004.1_prot_ENO82626.1_585	CEKMHFBL_00943
OG0000553	lcl|AMXB01000004.1_prot_ENO82627.1_586	CEKMHFBL_00944
OG0000554	lcl|AMXB01000004.1_prot_ENO82628.1_587	CEKMHFBL_00946
OG0000555	lcl|AMXB01000004.1_prot_ENO82629.1_588	CEKMHFBL_00947
OG0000556	lcl|AMXB01000075.1_prot_ENO74650.1_4202, lcl|AMXB01000087.1_prot_ENO74492.1_4245	CEKMHFBL_00715
OG0000557	lcl|AMXB01000052.1_prot_ENO75512.1_3903	CEKMHFBL_00056
OG0000558	lcl|AMXB01000017.1_prot_ENO80770.1_2167, lcl|AMXB01000042.1_prot_ENO76227.1_3644	CEKMHFBL_00063
OG0000559	lcl|AMXB01000042.1_prot_ENO76226.1_3643, lcl|AMXB01000017.1_prot_ENO80769.1_2166	CEKMHFBL_00064
OG0000560	lcl|AMXB01000015.1_prot_ENO81037.1_2009, lcl|AMXB01000015.1_prot_ENO81036.1_2008	CEKMHFBL_02140
OG0000561	lcl|AMXB01000011.1_prot_ENO81502.1_1558, lcl|AMXB01000013.1_prot_ENO81248.1_1786	CEKMHFBL_01944
OG0000563	lcl|AMXB01000026.1_prot_ENO78510.1_2853	CEKMHFBL_01725
OG0000565	lcl|AMXB01000001.1_prot_ENO83128.1_1, lcl|AMXB01000007.1_prot_ENO82170.1_1089	CEKMHFBL_01629
OG0000566	lcl|AMXB01000001.1_prot_ENO83129.1_2, lcl|AMXB01000007.1_prot_ENO82169.1_1088	CEKMHFBL_01630
OG0000567	lcl|AMXB01000034.1_prot_ENO77067.1_3302	CEKMHFBL_01431
OG0000568	lcl|AMXB01000002.1_prot_ENO82955.1_215	CEKMHFBL_03655
OG0000569	lcl|AMXB01000010.1_prot_ENO81706.1_1474	CEKMHFBL_04178
OG0000570	lcl|AMXB01000015.1_prot_ENO81009.1_1981, lcl|AMXB01000002.1_prot_ENO82949.1_209	CEKMHFBL_03647
OG0000571	lcl|AMXB01000005.1_prot_ENO82419.1_714	CEKMHFBL_02846
OG0000572	lcl|AMXB01000013.1_prot_ENO81279.1_1817, lcl|AMXB01000013.1_prot_ENO81267.1_1805	CEKMHFBL_03063
OG0000573	lcl|AMXB01000061.1_prot_ENO75107.1_4035	CEKMHFBL_01061, CEKMHFBL_00774
OG0000574	lcl|AMXB01000015.1_prot_ENO81058.1_2030	CEKMHFBL_04130
OG0000575	lcl|AMXB01000001.1_prot_ENO83264.1_137	CEKMHFBL_00762
OG0000576	lcl|AMXB01000001.1_prot_ENO83210.1_83	CEKMHFBL_02835
OG0000577	lcl|AMXB01000064.1_prot_ENO74980.1_4071	CEKMHFBL_04217, CEKMHFBL_03920
OG0000579	lcl|AMXB01000028.1_prot_ENO78042.1_2990	CEKMHFBL_00240
OG0000581	lcl|AMXB01000008.1_prot_ENO81974.1_1202	CEKMHFBL_01676
OG0000582	lcl|AMXB01000015.1_prot_ENO81035.1_2007	CEKMHFBL_01971
OG0000585	lcl|AMXB01000027.1_prot_ENO78274.1_2910	CEKMHFBL_04089, CEKMHFBL_03797
OG0000586	lcl|AMXB01000005.1_prot_ENO82480.1_775	CEKMHFBL_02391
OG0000587	lcl|AMXB01000053.1_prot_ENO75479.1_3921, lcl|AMXB01000025.1_prot_ENO78719.1_2744, lcl|AMXB01000004.1_prot_ENO82704.1_663	CEKMHFBL_02024
OG0000588	lcl|AMXB01000025.1_prot_ENO78721.1_2746, lcl|AMXB01000004.1_prot_ENO82700.1_659, lcl|AMXB01000053.1_prot_ENO75481.1_3923	CEKMHFBL_02026
OG0000589	lcl|AMXB01000013.1_prot_ENO81255.1_1793	CEKMHFBL_02347
OG0000592	lcl|AMXB01000008.1_prot_ENO81982.1_1210, lcl|AMXB01000014.1_prot_ENO81109.1_1873	CEKMHFBL_01132
OG0000594	lcl|AMXB01000019.1_prot_ENO80598.1_2316	CEKMHFBL_02279, CEKMHFBL_02715
OG0000597	lcl|AMXB01000017.1_prot_ENO80822.1_2219	CEKMHFBL_00633
OG0000599	lcl|AMXB01000094.1_prot_ENO74437.1_4258, lcl|AMXB01000063.1_prot_ENO75019.1_4058, lcl|AMXB01000013.1_prot_ENO81245.1_1783, lcl|AMXB01000063.1_prot_ENO75030.1_4069, lcl|AMXB01000115.1_prot_ENO74331.1_4282	CEKMHFBL_01317
OG0000602	lcl|AMXB01000064.1_prot_ENO74983.1_4074	CEKMHFBL_01462
OG0000603	lcl|AMXB01000048.1_prot_ENO75756.1_3806	CEKMHFBL_03558
OG0000604	lcl|AMXB01000048.1_prot_ENO75757.1_3807	CEKMHFBL_03559
OG0000605	lcl|AMXB01000020.1_prot_ENO80546.1_2428	CEKMHFBL_01298
OG0000606	lcl|AMXB01000020.1_prot_ENO80547.1_2429	CEKMHFBL_01299
OG0000607	lcl|AMXB01000020.1_prot_ENO80549.1_2431	CEKMHFBL_01301
OG0000608	lcl|AMXB01000020.1_prot_ENO80551.1_2433	CEKMHFBL_01304
OG0000609	lcl|AMXB01000020.1_prot_ENO80552.1_2434	CEKMHFBL_01305
OG0000610	lcl|AMXB01000020.1_prot_ENO80553.1_2435	CEKMHFBL_01306
OG0000611	lcl|AMXB01000054.1_prot_ENO75425.1_3942	CEKMHFBL_01307
OG0000612	lcl|AMXB01000054.1_prot_ENO75426.1_3943	CEKMHFBL_01309
OG0000613	lcl|AMXB01000073.1_prot_ENO74711.1_4182	CEKMHFBL_01310
OG0000614	lcl|AMXB01000073.1_prot_ENO74710.1_4181	CEKMHFBL_01311
OG0000615	lcl|AMXB01000059.1_prot_ENO75190.1_4010	CEKMHFBL_01284
OG0000616	lcl|AMXB01000059.1_prot_ENO75191.1_4011	CEKMHFBL_01283
OG0000618	lcl|AMXB01000003.1_prot_ENO82730.1_372	CEKMHFBL_01237
OG0000619	lcl|AMXB01000003.1_prot_ENO82731.1_373	CEKMHFBL_01236
OG0000620	lcl|AMXB01000003.1_prot_ENO82732.1_374	CEKMHFBL_01235
OG0000622	lcl|AMXB01000019.1_prot_ENO80608.1_2326	CEKMHFBL_02273
OG0000623	lcl|AMXB01000008.1_prot_ENO81928.1_1156	CEKMHFBL_03868
OG0000624	lcl|AMXB01000008.1_prot_ENO81929.1_1157	CEKMHFBL_03867
OG0000625	lcl|AMXB01000008.1_prot_ENO81934.1_1162	CEKMHFBL_03863
OG0000626	lcl|AMXB01000008.1_prot_ENO81935.1_1163	CEKMHFBL_03862
OG0000627	lcl|AMXB01000008.1_prot_ENO81936.1_1164	CEKMHFBL_03861
OG0000628	lcl|AMXB01000008.1_prot_ENO81937.1_1165	CEKMHFBL_03860
OG0000629	lcl|AMXB01000008.1_prot_ENO81938.1_1166	CEKMHFBL_03859
OG0000630	lcl|AMXB01000008.1_prot_ENO81940.1_1168	CEKMHFBL_03857
OG0000631	lcl|AMXB01000008.1_prot_ENO81941.1_1169	CEKMHFBL_03856
OG0000632	lcl|AMXB01000008.1_prot_ENO81942.1_1170	CEKMHFBL_03855
OG0000633	lcl|AMXB01000008.1_prot_ENO81944.1_1172	CEKMHFBL_03854
OG0000634	lcl|AMXB01000008.1_prot_ENO81945.1_1173	CEKMHFBL_03853
OG0000635	lcl|AMXB01000008.1_prot_ENO81949.1_1177	CEKMHFBL_03851
OG0000636	lcl|AMXB01000017.1_prot_ENO80798.1_2195	CEKMHFBL_03850
OG0000637	lcl|AMXB01000017.1_prot_ENO80785.1_2182	CEKMHFBL_03668
OG0000638	lcl|AMXB01000017.1_prot_ENO80786.1_2183	CEKMHFBL_00105
OG0000639	lcl|AMXB01000017.1_prot_ENO80787.1_2184	CEKMHFBL_00106
OG0000640	lcl|AMXB01000017.1_prot_ENO80788.1_2185	CEKMHFBL_00107
OG0000641	lcl|AMXB01000017.1_prot_ENO80790.1_2187	CEKMHFBL_00108
OG0000642	lcl|AMXB01000017.1_prot_ENO80792.1_2189	CEKMHFBL_00109
OG0000643	lcl|AMXB01000017.1_prot_ENO80794.1_2191	CEKMHFBL_00112
OG0000644	lcl|AMXB01000017.1_prot_ENO80783.1_2180	CEKMHFBL_01007
OG0000645	lcl|AMXB01000017.1_prot_ENO80782.1_2179	CEKMHFBL_01006
OG0000646	lcl|AMXB01000017.1_prot_ENO80781.1_2178	CEKMHFBL_01005
OG0000647	lcl|AMXB01000017.1_prot_ENO80780.1_2177	CEKMHFBL_01004
OG0000648	lcl|AMXB01000017.1_prot_ENO80779.1_2176	CEKMHFBL_01003
OG0000649	lcl|AMXB01000017.1_prot_ENO80778.1_2175	CEKMHFBL_01002
OG0000650	lcl|AMXB01000017.1_prot_ENO80777.1_2174	CEKMHFBL_01001
OG0000651	lcl|AMXB01000066.1_prot_ENO74916.1_4109	CEKMHFBL_03822
OG0000652	lcl|AMXB01000019.1_prot_ENO80605.1_2323	CEKMHFBL_00825
OG0000653	lcl|AMXB01000003.1_prot_ENO82813.1_455	CEKMHFBL_01506
OG0000654	lcl|AMXB01000003.1_prot_ENO82814.1_456	CEKMHFBL_01505
OG0000655	lcl|AMXB01000003.1_prot_ENO82818.1_460	CEKMHFBL_01503
OG0000656	lcl|AMXB01000003.1_prot_ENO82819.1_461	CEKMHFBL_01502
OG0000657	lcl|AMXB01000003.1_prot_ENO82820.1_462	CEKMHFBL_01501
OG0000658	lcl|AMXB01000006.1_prot_ENO82338.1_942	CEKMHFBL_01969
OG0000659	lcl|AMXB01000009.1_prot_ENO81840.1_1331	CEKMHFBL_01238
OG0000660	lcl|AMXB01000009.1_prot_ENO81841.1_1332	CEKMHFBL_01239
OG0000661	lcl|AMXB01000003.1_prot_ENO82726.1_368	CEKMHFBL_00245
OG0000662	lcl|AMXB01000008.1_prot_ENO81883.1_1111	CEKMHFBL_01493
OG0000663	lcl|AMXB01000008.1_prot_ENO81890.1_1118	CEKMHFBL_01490
OG0000664	lcl|AMXB01000008.1_prot_ENO81891.1_1119	CEKMHFBL_01489
OG0000665	lcl|AMXB01000008.1_prot_ENO81892.1_1120	CEKMHFBL_01488
OG0000666	lcl|AMXB01000003.1_prot_ENO82807.1_449	CEKMHFBL_01484
OG0000667	lcl|AMXB01000003.1_prot_ENO82805.1_447	CEKMHFBL_01482
OG0000668	lcl|AMXB01000003.1_prot_ENO82802.1_444	CEKMHFBL_01479
OG0000669	lcl|AMXB01000003.1_prot_ENO82800.1_442	CEKMHFBL_01475
OG0000670	lcl|AMXB01000017.1_prot_ENO80811.1_2208	CEKMHFBL_01495
OG0000671	lcl|AMXB01000009.1_prot_ENO81778.1_1269	CEKMHFBL_01671
OG0000672	lcl|AMXB01000009.1_prot_ENO81797.1_1288	CEKMHFBL_01670
OG0000673	lcl|AMXB01000048.1_prot_ENO75737.1_3787	CEKMHFBL_01466
OG0000674	lcl|AMXB01000064.1_prot_ENO74986.1_4077	CEKMHFBL_01464
OG0000675	lcl|AMXB01000064.1_prot_ENO74984.1_4075	CEKMHFBL_01463
OG0000676	lcl|AMXB01000003.1_prot_ENO82745.1_387	CEKMHFBL_04015
OG0000677	lcl|AMXB01000003.1_prot_ENO82746.1_388	CEKMHFBL_04014
OG0000678	lcl|AMXB01000003.1_prot_ENO82748.1_390	CEKMHFBL_04012
OG0000679	lcl|AMXB01000003.1_prot_ENO82749.1_391	CEKMHFBL_04011
OG0000680	lcl|AMXB01000003.1_prot_ENO82750.1_392	CEKMHFBL_04010
OG0000681	lcl|AMXB01000003.1_prot_ENO82751.1_393	CEKMHFBL_04009
OG0000682	lcl|AMXB01000003.1_prot_ENO82752.1_394	CEKMHFBL_04008
OG0000687	lcl|AMXB01000018.1_prot_ENO80690.1_2248, lcl|AMXB01000014.1_prot_ENO81133.1_1897	CEKMHFBL_00568
OG0000689	lcl|AMXB01000019.1_prot_ENO80618.1_2336	CEKMHFBL_04002
OG0000690	lcl|AMXB01000019.1_prot_ENO80619.1_2337	CEKMHFBL_04001
OG0000692	lcl|AMXB01000004.1_prot_ENO82631.1_590	CEKMHFBL_01400
OG0000693	lcl|AMXB01000004.1_prot_ENO82633.1_592	CEKMHFBL_01402
OG0000694	lcl|AMXB01000004.1_prot_ENO82634.1_593	CEKMHFBL_01403
OG0000695	lcl|AMXB01000004.1_prot_ENO82638.1_597	CEKMHFBL_01406
OG0000696	lcl|AMXB01000004.1_prot_ENO82666.1_625	CEKMHFBL_01658
OG0000697	lcl|AMXB01000004.1_prot_ENO82643.1_602	CEKMHFBL_01749, CEKMHFBL_01761, CEKMHFBL_01762
OG0000698	lcl|AMXB01000004.1_prot_ENO82644.1_603	CEKMHFBL_01471
OG0000699	lcl|AMXB01000004.1_prot_ENO82647.1_606	CEKMHFBL_01473
OG0000700	lcl|AMXB01000004.1_prot_ENO82648.1_607	CEKMHFBL_01681
OG0000701	lcl|AMXB01000002.1_prot_ENO83084.1_344	CEKMHFBL_03783
OG0000702	lcl|AMXB01000003.1_prot_ENO82757.1_399	CEKMHFBL_01720
OG0000703	lcl|AMXB01000002.1_prot_ENO83086.1_346	CEKMHFBL_02247
OG0000704	lcl|AMXB01000002.1_prot_ENO83088.1_348	CEKMHFBL_02249
OG0000705	lcl|AMXB01000002.1_prot_ENO83089.1_349	CEKMHFBL_02250
OG0000706	lcl|AMXB01000009.1_prot_ENO81799.1_1290, lcl|AMXB01000009.1_prot_ENO81798.1_1289	CEKMHFBL_00091
OG0000707	lcl|AMXB01000009.1_prot_ENO81814.1_1305	CEKMHFBL_00093
OG0000708	lcl|AMXB01000009.1_prot_ENO81819.1_1310	CEKMHFBL_00096
OG0000709	lcl|AMXB01000005.1_prot_ENO82484.1_779	CEKMHFBL_00276
OG0000710	lcl|AMXB01000009.1_prot_ENO81832.1_1323	CEKMHFBL_03564
OG0000711	lcl|AMXB01000019.1_prot_ENO80625.1_2343, lcl|AMXB01000008.1_prot_ENO81981.1_1209	CEKMHFBL_02644
OG0000712	lcl|AMXB01000019.1_prot_ENO80628.1_2346	CEKMHFBL_02640
OG0000713	lcl|AMXB01000020.1_prot_ENO80533.1_2415	CEKMHFBL_02639
OG0000714	lcl|AMXB01000020.1_prot_ENO80532.1_2414	CEKMHFBL_03070
OG0000715	lcl|AMXB01000020.1_prot_ENO80531.1_2413	CEKMHFBL_03069
OG0000716	lcl|AMXB01000009.1_prot_ENO81836.1_1327	CEKMHFBL_01019
OG0000717	lcl|AMXB01000017.1_prot_ENO80752.1_2149	CEKMHFBL_01023
OG0000718	lcl|AMXB01000017.1_prot_ENO80773.1_2170	CEKMHFBL_00957
OG0000719	lcl|AMXB01000017.1_prot_ENO80771.1_2168	CEKMHFBL_00959
OG0000720	lcl|AMXB01000008.1_prot_ENO81960.1_1188	CEKMHFBL_01216
OG0000721	lcl|AMXB01000008.1_prot_ENO81959.1_1187	CEKMHFBL_01217
OG0000722	lcl|AMXB01000008.1_prot_ENO81958.1_1186	CEKMHFBL_01218
OG0000723	lcl|AMXB01000008.1_prot_ENO81957.1_1185	CEKMHFBL_01219
OG0000724	lcl|AMXB01000008.1_prot_ENO81956.1_1184	CEKMHFBL_01220
OG0000725	lcl|AMXB01000008.1_prot_ENO81955.1_1183	CEKMHFBL_01221
OG0000726	lcl|AMXB01000008.1_prot_ENO81951.1_1179	CEKMHFBL_01224
OG0000727	lcl|AMXB01000017.1_prot_ENO80801.1_2198	CEKMHFBL_01225
OG0000728	lcl|AMXB01000017.1_prot_ENO80802.1_2199	CEKMHFBL_01226
OG0000729	lcl|AMXB01000017.1_prot_ENO80803.1_2200	CEKMHFBL_01227
OG0000730	lcl|AMXB01000017.1_prot_ENO80805.1_2202	CEKMHFBL_01228
OG0000731	lcl|AMXB01000017.1_prot_ENO80806.1_2203	CEKMHFBL_01229
OG0000732	lcl|AMXB01000003.1_prot_ENO82792.1_434	CEKMHFBL_01232
OG0000733	lcl|AMXB01000003.1_prot_ENO82789.1_431	CEKMHFBL_01233
OG0000734	lcl|AMXB01000018.1_prot_ENO80738.1_2296, lcl|AMXB01000029.1_prot_ENO77772.1_3029	CEKMHFBL_01684
OG0000735	lcl|AMXB01000018.1_prot_ENO80737.1_2295	CEKMHFBL_04098
OG0000736	lcl|AMXB01000018.1_prot_ENO80736.1_2294	CEKMHFBL_03752
OG0000737	lcl|AMXB01000018.1_prot_ENO80735.1_2293	CEKMHFBL_00680
OG0000738	lcl|AMXB01000031.1_prot_ENO77411.1_3145	CEKMHFBL_00682
OG0000739	lcl|AMXB01000031.1_prot_ENO77410.1_3144	CEKMHFBL_00683
OG0000740	lcl|AMXB01000031.1_prot_ENO77409.1_3143	CEKMHFBL_02423
OG0000741	lcl|AMXB01000031.1_prot_ENO77408.1_3142	CEKMHFBL_02422
OG0000742	lcl|AMXB01000031.1_prot_ENO77384.1_3118	CEKMHFBL_02798
OG0000743	lcl|AMXB01000031.1_prot_ENO77380.1_3114	CEKMHFBL_02497
OG0000744	lcl|AMXB01000031.1_prot_ENO77378.1_3112	CEKMHFBL_02498
OG0000745	lcl|AMXB01000031.1_prot_ENO77377.1_3111	CEKMHFBL_02500
OG0000746	lcl|AMXB01000031.1_prot_ENO77376.1_3110	CEKMHFBL_02501
OG0000747	lcl|AMXB01000031.1_prot_ENO77375.1_3109	CEKMHFBL_02502
OG0000748	lcl|AMXB01000054.1_prot_ENO75435.1_3952	CEKMHFBL_02503
OG0000749	lcl|AMXB01000054.1_prot_ENO75433.1_3950	CEKMHFBL_02505
OG0000750	lcl|AMXB01000005.1_prot_ENO82485.1_780	CEKMHFBL_01191
OG0000752	lcl|AMXB01000054.1_prot_ENO75432.1_3949	CEKMHFBL_01665
OG0000753	lcl|AMXB01000005.1_prot_ENO82490.1_785	CEKMHFBL_03379
OG0000754	lcl|AMXB01000054.1_prot_ENO75413.1_3930	CEKMHFBL_03073
OG0000756	lcl|AMXB01000054.1_prot_ENO75415.1_3932	CEKMHFBL_03071
OG0000757	lcl|AMXB01000054.1_prot_ENO75417.1_3934	CEKMHFBL_02804
OG0000758	lcl|AMXB01000054.1_prot_ENO75420.1_3937	CEKMHFBL_04170
OG0000759	lcl|AMXB01000054.1_prot_ENO75421.1_3938	CEKMHFBL_04169
OG0000760	lcl|AMXB01000054.1_prot_ENO75422.1_3939	CEKMHFBL_04168
OG0000761	lcl|AMXB01000020.1_prot_ENO80554.1_2436	CEKMHFBL_01983
OG0000762	lcl|AMXB01000020.1_prot_ENO80555.1_2437	CEKMHFBL_01984
OG0000763	lcl|AMXB01000020.1_prot_ENO80556.1_2438	CEKMHFBL_01985
OG0000764	lcl|AMXB01000035.1_prot_ENO76915.1_3325	CEKMHFBL_01644
OG0000765	lcl|AMXB01000035.1_prot_ENO76914.1_3324	CEKMHFBL_01645
OG0000766	lcl|AMXB01000035.1_prot_ENO76913.1_3323	CEKMHFBL_01646
OG0000767	lcl|AMXB01000035.1_prot_ENO76912.1_3322	CEKMHFBL_01647
OG0000768	lcl|AMXB01000035.1_prot_ENO76911.1_3321	CEKMHFBL_01648
OG0000769	lcl|AMXB01000035.1_prot_ENO76910.1_3320	CEKMHFBL_01649
OG0000770	lcl|AMXB01000033.1_prot_ENO77173.1_3224	CEKMHFBL_01650
OG0000771	lcl|AMXB01000033.1_prot_ENO77175.1_3226	CEKMHFBL_01655
OG0000772	lcl|AMXB01000033.1_prot_ENO77176.1_3227	CEKMHFBL_01656
OG0000773	lcl|AMXB01000009.1_prot_ENO81809.1_1300	CEKMHFBL_00592
OG0000774	lcl|AMXB01000009.1_prot_ENO81810.1_1301	CEKMHFBL_00591
OG0000775	lcl|AMXB01000056.1_prot_ENO75324.1_3986	CEKMHFBL_03454
OG0000776	lcl|AMXB01000056.1_prot_ENO75323.1_3985	CEKMHFBL_03453
OG0000777	lcl|AMXB01000018.1_prot_ENO80729.1_2287	CEKMHFBL_00589
OG0000778	lcl|AMXB01000018.1_prot_ENO80728.1_2286	CEKMHFBL_00588
OG0000779	lcl|AMXB01000018.1_prot_ENO80727.1_2285	CEKMHFBL_00587
OG0000780	lcl|AMXB01000018.1_prot_ENO80709.1_2267	CEKMHFBL_00586
OG0000781	lcl|AMXB01000008.1_prot_ENO81964.1_1192	CEKMHFBL_01212
OG0000782	lcl|AMXB01000008.1_prot_ENO81963.1_1191	CEKMHFBL_01213
OG0000783	lcl|AMXB01000008.1_prot_ENO81961.1_1189	CEKMHFBL_01214
OG0000786	lcl|AMXB01000002.1_prot_ENO82999.1_259	CEKMHFBL_00710
OG0000787	lcl|AMXB01000029.1_prot_ENO77743.1_3000	CEKMHFBL_02818
OG0000788	lcl|AMXB01000029.1_prot_ENO77745.1_3002	CEKMHFBL_00047
OG0000789	lcl|AMXB01000005.1_prot_ENO82473.1_768	CEKMHFBL_01722
OG0000790	lcl|AMXB01000005.1_prot_ENO82471.1_766	CEKMHFBL_01901
OG0000791	lcl|AMXB01000005.1_prot_ENO82472.1_767	CEKMHFBL_01902
OG0000792	lcl|AMXB01000005.1_prot_ENO82469.1_764	CEKMHFBL_03876
OG0000793	lcl|AMXB01000037.1_prot_ENO76708.1_3447	CEKMHFBL_02752
OG0000795	lcl|AMXB01000067.1_prot_ENO74870.1_4114	CEKMHFBL_02211
OG0000796	lcl|AMXB01000009.1_prot_ENO81848.1_1339	CEKMHFBL_01573
OG0000797	lcl|AMXB01000021.1_prot_ENO80066.1_2512	CEKMHFBL_02361
OG0000798	lcl|AMXB01000021.1_prot_ENO80069.1_2515	CEKMHFBL_02363
OG0000799	lcl|AMXB01000007.1_prot_ENO82132.1_1051	CEKMHFBL_02364
OG0000800	lcl|AMXB01000007.1_prot_ENO82133.1_1052	CEKMHFBL_02365
OG0000801	lcl|AMXB01000007.1_prot_ENO82134.1_1053	CEKMHFBL_00167
OG0000802	lcl|AMXB01000002.1_prot_ENO82943.1_203	CEKMHFBL_02739
OG0000803	lcl|AMXB01000002.1_prot_ENO82942.1_202	CEKMHFBL_02738
OG0000804	lcl|AMXB01000002.1_prot_ENO82941.1_201	CEKMHFBL_02737
OG0000805	lcl|AMXB01000002.1_prot_ENO82940.1_200	CEKMHFBL_02736
OG0000806	lcl|AMXB01000002.1_prot_ENO82939.1_199	CEKMHFBL_02735
OG0000807	lcl|AMXB01000002.1_prot_ENO82938.1_198	CEKMHFBL_02734
OG0000808	lcl|AMXB01000002.1_prot_ENO82937.1_197	CEKMHFBL_02733
OG0000809	lcl|AMXB01000002.1_prot_ENO82936.1_196	CEKMHFBL_02732
OG0000810	lcl|AMXB01000002.1_prot_ENO82930.1_190	CEKMHFBL_00695
OG0000811	lcl|AMXB01000002.1_prot_ENO82929.1_189	CEKMHFBL_00694
OG0000812	lcl|AMXB01000002.1_prot_ENO82927.1_187	CEKMHFBL_00692
OG0000813	lcl|AMXB01000002.1_prot_ENO82926.1_186	CEKMHFBL_00691
OG0000814	lcl|AMXB01000074.1_prot_ENO74676.1_4191	CEKMHFBL_02753
OG0000815	lcl|AMXB01000001.1_prot_ENO83278.1_151	CEKMHFBL_00646
OG0000816	lcl|AMXB01000062.1_prot_ENO75067.1_4048	CEKMHFBL_00644
OG0000817	lcl|AMXB01000062.1_prot_ENO75065.1_4046	CEKMHFBL_00642
OG0000818	lcl|AMXB01000005.1_prot_ENO82456.1_751	CEKMHFBL_03770
OG0000819	lcl|AMXB01000005.1_prot_ENO82455.1_750	CEKMHFBL_03771
OG0000820	lcl|AMXB01000005.1_prot_ENO82454.1_749	CEKMHFBL_03772
OG0000821	lcl|AMXB01000005.1_prot_ENO82452.1_747	CEKMHFBL_03774
OG0000822	lcl|AMXB01000005.1_prot_ENO82451.1_746	CEKMHFBL_03775
OG0000823	lcl|AMXB01000005.1_prot_ENO82450.1_745	CEKMHFBL_03776
OG0000824	lcl|AMXB01000005.1_prot_ENO82448.1_743	CEKMHFBL_03778
OG0000825	lcl|AMXB01000005.1_prot_ENO82447.1_742	CEKMHFBL_03779
OG0000826	lcl|AMXB01000005.1_prot_ENO82446.1_741	CEKMHFBL_03780
OG0000827	lcl|AMXB01000005.1_prot_ENO82445.1_740	CEKMHFBL_03781
OG0000828	lcl|AMXB01000039.1_prot_ENO76462.1_3538	CEKMHFBL_03479
OG0000829	lcl|AMXB01000039.1_prot_ENO76466.1_3542	CEKMHFBL_03473
OG0000830	lcl|AMXB01000039.1_prot_ENO76467.1_3543	CEKMHFBL_03472
OG0000831	lcl|AMXB01000036.1_prot_ENO76796.1_3367	CEKMHFBL_02727
OG0000832	lcl|AMXB01000036.1_prot_ENO76797.1_3368	CEKMHFBL_04167
OG0000833	lcl|AMXB01000004.1_prot_ENO82580.1_539	CEKMHFBL_00043
OG0000834	lcl|AMXB01000004.1_prot_ENO82567.1_526	CEKMHFBL_01109
OG0000834	lcl|AMXB01000004.1_prot_ENO82581.1_540	CEKMHFBL_00031
OG0000835	lcl|AMXB01000004.1_prot_ENO82584.1_543, lcl|AMXB01000003.1_prot_ENO82734.1_376	CEKMHFBL_00029
OG0000836	lcl|AMXB01000004.1_prot_ENO82589.1_548	CEKMHFBL_00026
OG0000837	lcl|AMXB01000004.1_prot_ENO82586.1_545	CEKMHFBL_00024
OG0000838	lcl|AMXB01000039.1_prot_ENO76450.1_3526	CEKMHFBL_03884
OG0000840	lcl|AMXB01000004.1_prot_ENO82599.1_558	CEKMHFBL_02227
OG0000841	lcl|AMXB01000004.1_prot_ENO82600.1_559	CEKMHFBL_02228
OG0000842	lcl|AMXB01000004.1_prot_ENO82601.1_560	CEKMHFBL_02229
OG0000843	lcl|AMXB01000007.1_prot_ENO82140.1_1059	CEKMHFBL_01469
OG0000844	lcl|AMXB01000001.1_prot_ENO83266.1_139	CEKMHFBL_01930
OG0000845	lcl|AMXB01000001.1_prot_ENO83272.1_145	CEKMHFBL_03408
OG0000846	lcl|AMXB01000001.1_prot_ENO83279.1_152	CEKMHFBL_03406
OG0000847	lcl|AMXB01000001.1_prot_ENO83280.1_153	CEKMHFBL_03462
OG0000848	lcl|AMXB01000005.1_prot_ENO82479.1_774	CEKMHFBL_00302
OG0000849	lcl|AMXB01000005.1_prot_ENO82478.1_773	CEKMHFBL_00301
OG0000850	lcl|AMXB01000005.1_prot_ENO82476.1_771	CEKMHFBL_00298
OG0000851	lcl|AMXB01000016.1_prot_ENO80907.1_2100	CEKMHFBL_00295
OG0000852	lcl|AMXB01000018.1_prot_ENO80734.1_2292	CEKMHFBL_02979
OG0000853	lcl|AMXB01000001.1_prot_ENO83219.1_92	CEKMHFBL_00665
OG0000854	lcl|AMXB01000022.1_prot_ENO79640.1_2577	CEKMHFBL_01393
OG0000855	lcl|AMXB01000022.1_prot_ENO79638.1_2575	CEKMHFBL_01396
OG0000856	lcl|AMXB01000051.1_prot_ENO75551.1_3860	CEKMHFBL_01397, CEKMHFBL_03339
OG0000857	lcl|AMXB01000012.1_prot_ENO81402.1_1705	CEKMHFBL_01551
OG0000858	lcl|AMXB01000021.1_prot_ENO80061.1_2507	CEKMHFBL_00517
OG0000859	lcl|AMXB01000021.1_prot_ENO80052.1_2498	CEKMHFBL_00518
