Orthogroup	Reactor4-bin.4	spades-bin.32
OG0000989	CEKMHFBL_00098	BBLLADNB_03175
OG0000990	CEKMHFBL_00255	BBLLADNB_02218
OG0000991	CEKMHFBL_00099	BBLLADNB_03523
OG0000992	CEKMHFBL_00101	BBLLADNB_03521
OG0000993	CEKMHFBL_02116	BBLLADNB_03733
OG0000995	CEKMHFBL_00008	BBLLADNB_02903
OG0000996	CEKMHFBL_00007	BBLLADNB_02904
OG0000997	CEKMHFBL_00006	BBLLADNB_02905
OG0000998	CEKMHFBL_00005	BBLLADNB_02906
OG0000999	CEKMHFBL_00004	BBLLADNB_02907
OG0001000	CEKMHFBL_03827	BBLLADNB_00857
OG0001001	CEKMHFBL_03828	BBLLADNB_00856
OG0001002	CEKMHFBL_03829	BBLLADNB_00855
OG0001003	CEKMHFBL_03831	BBLLADNB_00853
OG0001004	CEKMHFBL_03832	BBLLADNB_00850
OG0001005	CEKMHFBL_02988	BBLLADNB_02421
OG0001006	CEKMHFBL_03836	BBLLADNB_00847
OG0001007	CEKMHFBL_03837	BBLLADNB_00846
OG0001008	CEKMHFBL_03838	BBLLADNB_00845
OG0001009	CEKMHFBL_03841	BBLLADNB_00842
OG0001010	CEKMHFBL_03842	BBLLADNB_00841
OG0001011	CEKMHFBL_03843	BBLLADNB_00840
OG0001012	CEKMHFBL_03844	BBLLADNB_00839
OG0001013	CEKMHFBL_03389	BBLLADNB_01416
OG0001014	CEKMHFBL_03612	BBLLADNB_02694
OG0001015	CEKMHFBL_03613	BBLLADNB_02695
OG0001016	CEKMHFBL_03614	BBLLADNB_02696
OG0001017	CEKMHFBL_03615	BBLLADNB_02697
OG0001018	CEKMHFBL_03619	BBLLADNB_02698
OG0001019	CEKMHFBL_03620	BBLLADNB_02208
OG0001020	CEKMHFBL_04181	BBLLADNB_02015
OG0001021	CEKMHFBL_03567	BBLLADNB_02013
OG0001022	CEKMHFBL_02920	BBLLADNB_03797
OG0001023	CEKMHFBL_03784	BBLLADNB_02100
OG0001024	CEKMHFBL_02915	BBLLADNB_00094
OG0001025	CEKMHFBL_02913	BBLLADNB_00092
OG0001026	CEKMHFBL_02912	BBLLADNB_00091
OG0001027	CEKMHFBL_02087	BBLLADNB_00088
OG0001028	CEKMHFBL_02081	BBLLADNB_00083
OG0001029	CEKMHFBL_02080	BBLLADNB_00082
OG0001030	CEKMHFBL_02079	BBLLADNB_00081
OG0001031	CEKMHFBL_02074	BBLLADNB_00077
OG0001032	CEKMHFBL_02073	BBLLADNB_00076
OG0001033	CEKMHFBL_02072	BBLLADNB_00075
OG0001034	CEKMHFBL_02071	BBLLADNB_00074
OG0001035	CEKMHFBL_02070	BBLLADNB_00073
OG0001036	CEKMHFBL_02065	BBLLADNB_01291
OG0001037	CEKMHFBL_02064	BBLLADNB_01290
OG0001038	CEKMHFBL_02063	BBLLADNB_01289
OG0001039	CEKMHFBL_02062	BBLLADNB_01288
OG0001040	CEKMHFBL_02061	BBLLADNB_01287
OG0001041	CEKMHFBL_02060	BBLLADNB_01286
OG0001042	CEKMHFBL_02059	BBLLADNB_01285
OG0001043	CEKMHFBL_02058	BBLLADNB_01284
OG0001044	CEKMHFBL_02056	BBLLADNB_01282
OG0001045	CEKMHFBL_02055	BBLLADNB_01281
OG0001046	CEKMHFBL_02054	BBLLADNB_01280
OG0001047	CEKMHFBL_02053	BBLLADNB_01279
OG0001048	CEKMHFBL_02052	BBLLADNB_01278
OG0001049	CEKMHFBL_03082	BBLLADNB_01668
OG0001050	CEKMHFBL_00620	BBLLADNB_02555
OG0001051	CEKMHFBL_02992	BBLLADNB_02370
OG0001052	CEKMHFBL_00622	BBLLADNB_02553
OG0001053	CEKMHFBL_01714	BBLLADNB_02446
OG0001054	CEKMHFBL_03156	BBLLADNB_00263
OG0001055	CEKMHFBL_03155	BBLLADNB_00264
OG0001056	CEKMHFBL_03154	BBLLADNB_00265
OG0001057	CEKMHFBL_03153	BBLLADNB_00266
OG0001058	CEKMHFBL_03152	BBLLADNB_00267
OG0001059	CEKMHFBL_03151	BBLLADNB_00268
OG0001060	CEKMHFBL_03150	BBLLADNB_00269
OG0001061	CEKMHFBL_00552	BBLLADNB_01033
OG0001062	CEKMHFBL_00553	BBLLADNB_01034
OG0001063	CEKMHFBL_00554	BBLLADNB_01035
OG0001064	CEKMHFBL_00555	BBLLADNB_01036
OG0001065	CEKMHFBL_00556	BBLLADNB_01037
OG0001066	CEKMHFBL_00557	BBLLADNB_01038
OG0001067	CEKMHFBL_00558	BBLLADNB_01039
OG0001068	CEKMHFBL_00559	BBLLADNB_01040
OG0001069	CEKMHFBL_00560	BBLLADNB_01041
OG0001070	CEKMHFBL_03395	BBLLADNB_01422
OG0001071	CEKMHFBL_03394	BBLLADNB_01421
OG0001072	CEKMHFBL_03393	BBLLADNB_01420
OG0001073	CEKMHFBL_03392	BBLLADNB_01419
OG0001074	CEKMHFBL_03391	BBLLADNB_01418
OG0001075	CEKMHFBL_03390	BBLLADNB_01417
OG0001076	CEKMHFBL_03388	BBLLADNB_01415
OG0001077	CEKMHFBL_01521	BBLLADNB_01877
OG0001078	CEKMHFBL_01520	BBLLADNB_01878
OG0001079	CEKMHFBL_01519	BBLLADNB_01879
OG0001080	CEKMHFBL_00805	BBLLADNB_03554
OG0001081	CEKMHFBL_01954	BBLLADNB_01831
OG0001082	CEKMHFBL_01953	BBLLADNB_01832
OG0001083	CEKMHFBL_00736	BBLLADNB_03711
OG0001084	CEKMHFBL_00738	BBLLADNB_01234
OG0001085	CEKMHFBL_02741	BBLLADNB_02240
OG0001086	CEKMHFBL_02743	BBLLADNB_02880
OG0001087	CEKMHFBL_02744	BBLLADNB_02881
OG0001088	CEKMHFBL_01956	BBLLADNB_01760
OG0001089	CEKMHFBL_01474	BBLLADNB_01015
OG0001090	CEKMHFBL_00376	BBLLADNB_00333
OG0001091	CEKMHFBL_00375	BBLLADNB_00334
OG0001092	CEKMHFBL_00373	BBLLADNB_01370
OG0001093	CEKMHFBL_00372	BBLLADNB_01371
OG0001094	CEKMHFBL_04112	BBLLADNB_00661
OG0001095	CEKMHFBL_03413	BBLLADNB_03253
OG0001096	CEKMHFBL_03414	BBLLADNB_03252
OG0001097	CEKMHFBL_03415	BBLLADNB_03251
OG0001098	CEKMHFBL_03416	BBLLADNB_03250
OG0001099	CEKMHFBL_03417	BBLLADNB_03249
OG0001100	CEKMHFBL_03418	BBLLADNB_03248
OG0001101	CEKMHFBL_03419	BBLLADNB_03247
OG0001102	CEKMHFBL_03421	BBLLADNB_02414
OG0001103	CEKMHFBL_03422	BBLLADNB_02413
OG0001104	CEKMHFBL_03426	BBLLADNB_02410
OG0001105	CEKMHFBL_03427	BBLLADNB_02409
OG0001106	CEKMHFBL_03428	BBLLADNB_02408
OG0001107	CEKMHFBL_03429	BBLLADNB_02407
OG0001108	CEKMHFBL_03430	BBLLADNB_02406
OG0001109	CEKMHFBL_03431	BBLLADNB_02405
OG0001110	CEKMHFBL_03435	BBLLADNB_02655
OG0001111	CEKMHFBL_03436	BBLLADNB_02654
OG0001112	CEKMHFBL_03437	BBLLADNB_02653
OG0001113	CEKMHFBL_03438	BBLLADNB_02652
OG0001114	CEKMHFBL_03439	BBLLADNB_02651
OG0001115	CEKMHFBL_03441	BBLLADNB_02649
OG0001116	CEKMHFBL_03442	BBLLADNB_02648
OG0001117	CEKMHFBL_03443	BBLLADNB_02647
OG0001118	CEKMHFBL_03444	BBLLADNB_02646
OG0001119	CEKMHFBL_03445	BBLLADNB_02039
OG0001120	CEKMHFBL_03449	BBLLADNB_02041
OG0001121	CEKMHFBL_03450	BBLLADNB_02042
OG0001122	CEKMHFBL_03451	BBLLADNB_02043
OG0001123	CEKMHFBL_00789	BBLLADNB_00271
OG0001124	CEKMHFBL_00790	BBLLADNB_00272
OG0001125	CEKMHFBL_02203	BBLLADNB_02812
OG0001126	CEKMHFBL_02204	BBLLADNB_02811
OG0001127	CEKMHFBL_01699	BBLLADNB_01851
OG0001128	CEKMHFBL_01653	BBLLADNB_02774
OG0001129	CEKMHFBL_02662	BBLLADNB_02951
OG0001130	CEKMHFBL_02661	BBLLADNB_02952
OG0001131	CEKMHFBL_03672	BBLLADNB_01155
OG0001132	CEKMHFBL_03705	BBLLADNB_03578
OG0001133	CEKMHFBL_02550	BBLLADNB_00324
OG0001134	CEKMHFBL_02551	BBLLADNB_00323
OG0001135	CEKMHFBL_02552	BBLLADNB_00322
OG0001136	CEKMHFBL_02553	BBLLADNB_00321
OG0001137	CEKMHFBL_02554	BBLLADNB_00320
OG0001138	CEKMHFBL_02556	BBLLADNB_00318
OG0001139	CEKMHFBL_02557	BBLLADNB_00317
OG0001140	CEKMHFBL_02558	BBLLADNB_00316
OG0001141	CEKMHFBL_02559	BBLLADNB_00315
OG0001142	CEKMHFBL_02560	BBLLADNB_00314
OG0001143	CEKMHFBL_02561	BBLLADNB_00313
OG0001144	CEKMHFBL_02562	BBLLADNB_00312
OG0001145	CEKMHFBL_02563	BBLLADNB_00311
OG0001146	CEKMHFBL_02564	BBLLADNB_00310
OG0001147	CEKMHFBL_02565	BBLLADNB_00309
OG0001148	CEKMHFBL_04177	BBLLADNB_01007
OG0001149	CEKMHFBL_02566	BBLLADNB_00308
OG0001150	CEKMHFBL_02974	BBLLADNB_03867
OG0001151	CEKMHFBL_02975	BBLLADNB_03868
OG0001152	CEKMHFBL_02977	BBLLADNB_03803
OG0001153	CEKMHFBL_02978	BBLLADNB_03369
OG0001154	CEKMHFBL_02986	BBLLADNB_02422
OG0001155	CEKMHFBL_02886	BBLLADNB_02274
OG0001156	CEKMHFBL_03638	BBLLADNB_02428
OG0001157	CEKMHFBL_03637	BBLLADNB_02429
OG0001158	CEKMHFBL_03636	BBLLADNB_02430
OG0001159	CEKMHFBL_00478	BBLLADNB_00107
OG0001160	CEKMHFBL_00477	BBLLADNB_00106
OG0001161	CEKMHFBL_01264	BBLLADNB_03245
OG0001162	CEKMHFBL_01267	BBLLADNB_03243
OG0001163	CEKMHFBL_01268	BBLLADNB_03242
OG0001164	CEKMHFBL_01659	BBLLADNB_01356
OG0001165	CEKMHFBL_03585	BBLLADNB_01121
OG0001166	CEKMHFBL_01524	BBLLADNB_00426
OG0001167	CEKMHFBL_01708	BBLLADNB_02683
OG0001168	CEKMHFBL_01706	BBLLADNB_02680
OG0001169	CEKMHFBL_01705	BBLLADNB_02679
OG0001170	CEKMHFBL_01704	BBLLADNB_02678
OG0001171	CEKMHFBL_01703	BBLLADNB_02677
OG0001172	CEKMHFBL_01702	BBLLADNB_02676
OG0001173	CEKMHFBL_01701	BBLLADNB_02674
OG0001174	CEKMHFBL_01698	BBLLADNB_01850
OG0001175	CEKMHFBL_01697	BBLLADNB_01849
OG0001176	CEKMHFBL_01696	BBLLADNB_01848
OG0001177	CEKMHFBL_01640	BBLLADNB_01788
OG0001178	CEKMHFBL_03181	BBLLADNB_03125
OG0001180	CEKMHFBL_01421	BBLLADNB_03511
OG0001181	CEKMHFBL_04229	BBLLADNB_03513
OG0001182	CEKMHFBL_01946	BBLLADNB_00403
OG0001183	CEKMHFBL_01947	BBLLADNB_00404
OG0001184	CEKMHFBL_01948	BBLLADNB_00405
OG0001185	CEKMHFBL_01949	BBLLADNB_00406
OG0001186	CEKMHFBL_01950	BBLLADNB_00407
OG0001188	CEKMHFBL_00575	BBLLADNB_00889
OG0001189	CEKMHFBL_00576	BBLLADNB_00888
OG0001190	CEKMHFBL_00577	BBLLADNB_00887
OG0001191	CEKMHFBL_00578	BBLLADNB_00886
OG0001192	CEKMHFBL_00579	BBLLADNB_00885
OG0001193	CEKMHFBL_00581	BBLLADNB_00883
OG0001194	CEKMHFBL_00582	BBLLADNB_00882
OG0001195	CEKMHFBL_00584	BBLLADNB_00880
OG0001196	CEKMHFBL_00585	BBLLADNB_00879
OG0001197	CEKMHFBL_00999	BBLLADNB_01698
OG0001198	CEKMHFBL_02740	BBLLADNB_02241
OG0001199	CEKMHFBL_00965	BBLLADNB_02928
OG0001200	CEKMHFBL_00964	BBLLADNB_02929
OG0001201	CEKMHFBL_00963	BBLLADNB_02930
OG0001202	CEKMHFBL_02205	BBLLADNB_02810
OG0001204	CEKMHFBL_02201	BBLLADNB_02814
OG0001205	CEKMHFBL_02200	BBLLADNB_02815
OG0001206	CEKMHFBL_02199	BBLLADNB_02816
OG0001207	CEKMHFBL_02198	BBLLADNB_02817
OG0001208	CEKMHFBL_02197	BBLLADNB_02818
OG0001209	CEKMHFBL_04064	BBLLADNB_02822
OG0001210	CEKMHFBL_04063	BBLLADNB_02823
OG0001211	CEKMHFBL_04062	BBLLADNB_01909
OG0001212	CEKMHFBL_02146	BBLLADNB_01911
OG0001213	CEKMHFBL_02260	BBLLADNB_00415
OG0001214	CEKMHFBL_02261	BBLLADNB_00414
OG0001215	CEKMHFBL_02817	BBLLADNB_02434
OG0001216	CEKMHFBL_02816	BBLLADNB_02435
OG0001217	CEKMHFBL_04172	BBLLADNB_00586
OG0001218	CEKMHFBL_02815	BBLLADNB_02436
OG0001219	CEKMHFBL_02814	BBLLADNB_02437
OG0001221	CEKMHFBL_02813	BBLLADNB_02438
OG0001222	CEKMHFBL_02812	BBLLADNB_02439
OG0001223	CEKMHFBL_02811	BBLLADNB_02440
OG0001224	CEKMHFBL_02810	BBLLADNB_02441
OG0001225	CEKMHFBL_03757	BBLLADNB_02287
OG0001226	CEKMHFBL_00998	BBLLADNB_01697
OG0001227	CEKMHFBL_00997	BBLLADNB_01696
OG0001228	CEKMHFBL_00996	BBLLADNB_01695
OG0001229	CEKMHFBL_00995	BBLLADNB_01694
OG0001230	CEKMHFBL_00994	BBLLADNB_01693
OG0001233	CEKMHFBL_00971	BBLLADNB_03902
OG0001234	CEKMHFBL_00972	BBLLADNB_03903
OG0001235	CEKMHFBL_00973	BBLLADNB_03904
OG0001236	CEKMHFBL_00975	BBLLADNB_03861
OG0001237	CEKMHFBL_00976	BBLLADNB_03862
OG0001238	CEKMHFBL_00977	BBLLADNB_03863
OG0001239	CEKMHFBL_00126	BBLLADNB_03031
OG0001240	CEKMHFBL_00127	BBLLADNB_03901
OG0001241	CEKMHFBL_00089	BBLLADNB_00055
OG0001242	CEKMHFBL_00088	BBLLADNB_00056
OG0001243	CEKMHFBL_00087	BBLLADNB_00057
OG0001244	CEKMHFBL_00086	BBLLADNB_00058
OG0001245	CEKMHFBL_00082	BBLLADNB_00373
OG0001246	CEKMHFBL_00083	BBLLADNB_00374
OG0001247	CEKMHFBL_00084	BBLLADNB_00375
OG0001248	CEKMHFBL_00085	BBLLADNB_00376
OG0001249	CEKMHFBL_03609	BBLLADNB_00830
OG0001250	CEKMHFBL_02836	BBLLADNB_01477
OG0001251	CEKMHFBL_02839	BBLLADNB_02945
OG0001252	CEKMHFBL_00848	BBLLADNB_03549
OG0001253	CEKMHFBL_00849	BBLLADNB_03550
OG0001254	CEKMHFBL_01962	BBLLADNB_01393
OG0001255	CEKMHFBL_02082	BBLLADNB_00084
OG0001256	CEKMHFBL_02083	BBLLADNB_00085
OG0001257	CEKMHFBL_02084	BBLLADNB_00086
OG0001258	CEKMHFBL_02085	BBLLADNB_00087
OG0001259	CEKMHFBL_00625	BBLLADNB_02550
OG0001260	CEKMHFBL_00033, CEKMHFBL_00040	BBLLADNB_00223
OG0001261	CEKMHFBL_01674	BBLLADNB_00752, BBLLADNB_00647
OG0001263	CEKMHFBL_00645	BBLLADNB_02727
OG0001265	CEKMHFBL_00818	BBLLADNB_02363
OG0001266	CEKMHFBL_01496	BBLLADNB_00606
OG0001267	CEKMHFBL_02878	BBLLADNB_01319
OG0001268	CEKMHFBL_02877	BBLLADNB_01318
OG0001269	CEKMHFBL_02872	BBLLADNB_03271
OG0001270	CEKMHFBL_02871	BBLLADNB_03270
OG0001271	CEKMHFBL_02721	BBLLADNB_00410
OG0001272	CEKMHFBL_02719	BBLLADNB_00411
OG0001273	CEKMHFBL_02718	BBLLADNB_00412
OG0001275	CEKMHFBL_00306	BBLLADNB_02068
OG0001276	CEKMHFBL_04018	BBLLADNB_02130
OG0001277	CEKMHFBL_00348	BBLLADNB_01185
OG0001278	CEKMHFBL_00349	BBLLADNB_01184
OG0001279	CEKMHFBL_00350	BBLLADNB_01183
OG0001280	CEKMHFBL_00351	BBLLADNB_01182
OG0001281	CEKMHFBL_00356	BBLLADNB_01387
OG0001282	CEKMHFBL_00357	BBLLADNB_01386
OG0001283	CEKMHFBL_00246	BBLLADNB_01778
OG0001284	CEKMHFBL_00247	BBLLADNB_01777
OG0001285	CEKMHFBL_00248	BBLLADNB_01776
OG0001286	CEKMHFBL_00250	BBLLADNB_01774
OG0001287	CEKMHFBL_00252	BBLLADNB_01772
OG0001288	CEKMHFBL_00253	BBLLADNB_01771
OG0001289	CEKMHFBL_00254	BBLLADNB_02219
OG0001290	CEKMHFBL_00496	BBLLADNB_03859
OG0001291	CEKMHFBL_00259	BBLLADNB_02215
OG0001292	CEKMHFBL_00673	BBLLADNB_03211
OG0001293	CEKMHFBL_03403	BBLLADNB_02111
OG0001294	CEKMHFBL_02660	BBLLADNB_02953
OG0001295	CEKMHFBL_03677	BBLLADNB_01150
OG0001296	CEKMHFBL_03676	BBLLADNB_01151
OG0001297	CEKMHFBL_03675	BBLLADNB_01152
OG0001298	CEKMHFBL_03674	BBLLADNB_01153
OG0001299	CEKMHFBL_04075	BBLLADNB_02322
OG0001300	CEKMHFBL_00850	BBLLADNB_03465
OG0001301	CEKMHFBL_03542	BBLLADNB_00825
OG0001302	CEKMHFBL_01312	BBLLADNB_02869
OG0001303	CEKMHFBL_02779	BBLLADNB_00834
OG0001304	CEKMHFBL_02782	BBLLADNB_00071
OG0001305	CEKMHFBL_02783	BBLLADNB_00070
OG0001306	CEKMHFBL_02785	BBLLADNB_00068
OG0001307	CEKMHFBL_02788	BBLLADNB_00065
OG0001308	CEKMHFBL_02618	BBLLADNB_03644
OG0001309	CEKMHFBL_00983	BBLLADNB_03170
OG0001310	CEKMHFBL_00982	BBLLADNB_03169
OG0001311	CEKMHFBL_00981	BBLLADNB_03168
OG0001312	CEKMHFBL_00980	BBLLADNB_03167
OG0001313	CEKMHFBL_04109	BBLLADNB_03294
OG0001314	CEKMHFBL_04149, CEKMHFBL_00236	BBLLADNB_02357
OG0001315	CEKMHFBL_00235	BBLLADNB_01303
OG0001316	CEKMHFBL_00227	BBLLADNB_01307
OG0001317	CEKMHFBL_00226	BBLLADNB_01308
OG0001318	CEKMHFBL_00225	BBLLADNB_01309
OG0001319	CEKMHFBL_03102	BBLLADNB_03056
OG0001320	CEKMHFBL_03083	BBLLADNB_01669
OG0001321	CEKMHFBL_02940	BBLLADNB_01310
OG0001322	CEKMHFBL_00081	BBLLADNB_03067
OG0001323	CEKMHFBL_00987	BBLLADNB_01098
OG0001324	CEKMHFBL_00988	BBLLADNB_01097
OG0001325	CEKMHFBL_00989	BBLLADNB_01096
OG0001326	CEKMHFBL_01455	BBLLADNB_00715
OG0001327	CEKMHFBL_01457	BBLLADNB_00713
OG0001328	CEKMHFBL_01458	BBLLADNB_00712
OG0001329	CEKMHFBL_01459	BBLLADNB_00711
OG0001330	CEKMHFBL_02292	BBLLADNB_00709
OG0001331	CEKMHFBL_02291	BBLLADNB_00708
OG0001332	CEKMHFBL_02251	BBLLADNB_01522
OG0001333	CEKMHFBL_01527	BBLLADNB_00429
OG0001334	CEKMHFBL_01526	BBLLADNB_00428
OG0001335	CEKMHFBL_01525	BBLLADNB_00427
OG0001336	CEKMHFBL_02252	BBLLADNB_00423
OG0001337	CEKMHFBL_02253	BBLLADNB_00422
OG0001338	CEKMHFBL_02254	BBLLADNB_00421
OG0001339	CEKMHFBL_02255	BBLLADNB_00420
OG0001340	CEKMHFBL_02258	BBLLADNB_00417
OG0001341	CEKMHFBL_02259	BBLLADNB_00416
OG0001342	CEKMHFBL_01386	BBLLADNB_01931
OG0001343	CEKMHFBL_01385	BBLLADNB_01930
OG0001344	CEKMHFBL_01384	BBLLADNB_01929
OG0001345	CEKMHFBL_01383	BBLLADNB_01928
OG0001346	CEKMHFBL_01382	BBLLADNB_01927
OG0001347	CEKMHFBL_03088	BBLLADNB_01925
OG0001348	CEKMHFBL_03087	BBLLADNB_03741
OG0001349	CEKMHFBL_01794	BBLLADNB_02260
OG0001350	CEKMHFBL_01795	BBLLADNB_02259
OG0001351	CEKMHFBL_01796	BBLLADNB_02258
OG0001352	CEKMHFBL_01797	BBLLADNB_02257
OG0001353	CEKMHFBL_01805	BBLLADNB_02249
OG0001354	CEKMHFBL_01627	BBLLADNB_00506
OG0001355	CEKMHFBL_01586	BBLLADNB_00105
OG0001356	CEKMHFBL_01626	BBLLADNB_00505
OG0001357	CEKMHFBL_01625	BBLLADNB_00504
OG0001358	CEKMHFBL_01624	BBLLADNB_00503
OG0001359	CEKMHFBL_03098	BBLLADNB_00496
OG0001360	CEKMHFBL_03100	BBLLADNB_00494
OG0001361	CEKMHFBL_02224	BBLLADNB_00492
OG0001363	CEKMHFBL_00407	BBLLADNB_02489
OG0001364	CEKMHFBL_00408	BBLLADNB_02491
OG0001365	CEKMHFBL_00409	BBLLADNB_02492
OG0001366	CEKMHFBL_01889	BBLLADNB_01492
OG0001367	CEKMHFBL_01890	BBLLADNB_01493
OG0001368	CEKMHFBL_01891	BBLLADNB_03592
OG0001369	CEKMHFBL_01893	BBLLADNB_03590
OG0001370	CEKMHFBL_01894	BBLLADNB_03589
OG0001371	CEKMHFBL_01895	BBLLADNB_03090
OG0001372	CEKMHFBL_01896	BBLLADNB_03091
OG0001373	CEKMHFBL_01897	BBLLADNB_03092
OG0001374	CEKMHFBL_01899	BBLLADNB_03094
OG0001375	CEKMHFBL_01903	BBLLADNB_03098
OG0001376	CEKMHFBL_00522	BBLLADNB_02938
OG0001378	CEKMHFBL_00717	BBLLADNB_01348
OG0001379	CEKMHFBL_00730	BBLLADNB_03349
OG0001380	CEKMHFBL_00731	BBLLADNB_03348
OG0001381	CEKMHFBL_00733	BBLLADNB_03714
OG0001382	CEKMHFBL_00734	BBLLADNB_03713
OG0001383	CEKMHFBL_00735	BBLLADNB_03712
OG0001384	CEKMHFBL_00617	BBLLADNB_03850
OG0001387	CEKMHFBL_00751	BBLLADNB_01221
OG0001388	CEKMHFBL_00750	BBLLADNB_01222
OG0001389	CEKMHFBL_00748	BBLLADNB_01224
OG0001390	CEKMHFBL_00746	BBLLADNB_01226
OG0001391	CEKMHFBL_00745	BBLLADNB_01227
OG0001392	CEKMHFBL_00744	BBLLADNB_01228
OG0001393	CEKMHFBL_00743	BBLLADNB_01229
OG0001394	CEKMHFBL_00742	BBLLADNB_01230
OG0001395	CEKMHFBL_00741	BBLLADNB_01231
OG0001396	CEKMHFBL_01291	BBLLADNB_03785
OG0001397	CEKMHFBL_01292	BBLLADNB_03784
OG0001398	CEKMHFBL_01294	BBLLADNB_03631
OG0001399	CEKMHFBL_01295	BBLLADNB_03630
OG0001401	CEKMHFBL_00161	BBLLADNB_00025
OG0001402	CEKMHFBL_00159	BBLLADNB_00027
OG0001403	CEKMHFBL_00389	BBLLADNB_00033
OG0001404	CEKMHFBL_00154	BBLLADNB_00034
OG0001405	CEKMHFBL_00153	BBLLADNB_00035
OG0001406	CEKMHFBL_00152	BBLLADNB_00036
OG0001407	CEKMHFBL_00151	BBLLADNB_00037
OG0001408	CEKMHFBL_00150	BBLLADNB_00038
OG0001409	CEKMHFBL_00149	BBLLADNB_00039
OG0001410	CEKMHFBL_00148	BBLLADNB_00040
OG0001411	CEKMHFBL_00147	BBLLADNB_00041
OG0001412	CEKMHFBL_00146	BBLLADNB_00042
OG0001413	CEKMHFBL_00145	BBLLADNB_00043
OG0001414	CEKMHFBL_00144	BBLLADNB_00044
OG0001415	CEKMHFBL_00143	BBLLADNB_00045
OG0001416	CEKMHFBL_00142	BBLLADNB_00046
OG0001417	CEKMHFBL_00697	BBLLADNB_00525
OG0001418	CEKMHFBL_00698	BBLLADNB_00526
OG0001419	CEKMHFBL_01982, CEKMHFBL_00700	BBLLADNB_00529
OG0001420	CEKMHFBL_01991	BBLLADNB_00532
OG0001421	CEKMHFBL_01990	BBLLADNB_00533
OG0001422	CEKMHFBL_01989	BBLLADNB_00534
OG0001423	CEKMHFBL_01988	BBLLADNB_00535
OG0001424	CEKMHFBL_01035	BBLLADNB_00536
OG0001425	CEKMHFBL_01036	BBLLADNB_00537
OG0001426	CEKMHFBL_01037	BBLLADNB_00538
OG0001427	CEKMHFBL_01038	BBLLADNB_00539
OG0001428	CEKMHFBL_00114	BBLLADNB_00938
OG0001429	CEKMHFBL_00115	BBLLADNB_00939
OG0001430	CEKMHFBL_00116	BBLLADNB_00940
OG0001431	CEKMHFBL_00117	BBLLADNB_00944
OG0001432	CEKMHFBL_00119	BBLLADNB_00946
OG0001433	CEKMHFBL_00121	BBLLADNB_00948
OG0001434	CEKMHFBL_00124	BBLLADNB_00951
OG0001435	CEKMHFBL_00125	BBLLADNB_03246
OG0001436	CEKMHFBL_01939	BBLLADNB_01158
OG0001437	CEKMHFBL_02770	BBLLADNB_02273
OG0001438	CEKMHFBL_02768	BBLLADNB_02271
OG0001439	CEKMHFBL_02767	BBLLADNB_02270
OG0001440	CEKMHFBL_02766	BBLLADNB_02269
OG0001441	CEKMHFBL_02765	BBLLADNB_02268
OG0001442	CEKMHFBL_02764	BBLLADNB_02267
OG0001443	CEKMHFBL_02763	BBLLADNB_02266
OG0001444	CEKMHFBL_02762	BBLLADNB_02265
OG0001445	CEKMHFBL_02761	BBLLADNB_02264
OG0001446	CEKMHFBL_02760	BBLLADNB_02263
OG0001447	CEKMHFBL_02759	BBLLADNB_02262
OG0001448	CEKMHFBL_02757	BBLLADNB_01424
OG0001449	CEKMHFBL_02756	BBLLADNB_01425
OG0001450	CEKMHFBL_02755	BBLLADNB_01426
OG0001451	CEKMHFBL_02754	BBLLADNB_01427
OG0001452	CEKMHFBL_02414	BBLLADNB_01639
OG0001453	CEKMHFBL_02415	BBLLADNB_01640
OG0001454	CEKMHFBL_02416	BBLLADNB_01641
OG0001455	CEKMHFBL_02418	BBLLADNB_01643
OG0001456	CEKMHFBL_02420	BBLLADNB_01645
OG0001457	CEKMHFBL_01943	BBLLADNB_01142
OG0001458	CEKMHFBL_02621	BBLLADNB_01871
OG0001459	CEKMHFBL_02620	BBLLADNB_01713
OG0001460	CEKMHFBL_03730	BBLLADNB_02862
OG0001461	CEKMHFBL_03731	BBLLADNB_03265
OG0001462	CEKMHFBL_01434	BBLLADNB_00736
OG0001463	CEKMHFBL_01433	BBLLADNB_00737
OG0001464	CEKMHFBL_00053	BBLLADNB_02632
OG0001465	CEKMHFBL_00054	BBLLADNB_02633
OG0001466	CEKMHFBL_00057	BBLLADNB_02636
OG0001467	CEKMHFBL_00058	BBLLADNB_02637
OG0001468	CEKMHFBL_00059	BBLLADNB_02638
OG0001469	CEKMHFBL_00060	BBLLADNB_03680
OG0001470	CEKMHFBL_00061	BBLLADNB_03681
OG0001471	CEKMHFBL_00062	BBLLADNB_03682
OG0001472	CEKMHFBL_00065	BBLLADNB_01263
OG0001473	CEKMHFBL_00066	BBLLADNB_01262
OG0001474	CEKMHFBL_00067	BBLLADNB_01261
OG0001475	CEKMHFBL_00068	BBLLADNB_01260
OG0001476	CEKMHFBL_00069	BBLLADNB_01259
OG0001477	CEKMHFBL_00070	BBLLADNB_01258
OG0001478	CEKMHFBL_00071	BBLLADNB_01257
OG0001479	CEKMHFBL_00072	BBLLADNB_01256
OG0001480	CEKMHFBL_00073	BBLLADNB_01255
OG0001481	CEKMHFBL_00074	BBLLADNB_01254
OG0001482	CEKMHFBL_00075	BBLLADNB_01253
OG0001483	CEKMHFBL_00076	BBLLADNB_01252
