2767802455_NHBDKAOG_00003	K07334
2767802455_NHBDKAOG_02667	K04087
2767802455_NHBDKAOG_02668	K09937
2767802455_NHBDKAOG_02669	K02502
2767802455_NHBDKAOG_02670	K01939
2767802455_NHBDKAOG_02673	K07182
2767802455_NHBDKAOG_02674	K02342
2767802455_NHBDKAOG_02674	K09951
2767802455_NHBDKAOG_02677	K00179
2767802455_NHBDKAOG_02678	K00180
2767802455_NHBDKAOG_02679	K18997
2767802455_NHBDKAOG_02680	K05516
2767802455_NHBDKAOG_02681	K13993
2767802455_NHBDKAOG_02682	K13993
2767802455_NHBDKAOG_02683	K09800
2767802455_NHBDKAOG_02689	K00459
2767802455_NHBDKAOG_02692	K15724
2767802455_NHBDKAOG_02693	K02259
2767802455_NHBDKAOG_02695	K02257
2767802455_NHBDKAOG_02696	K07152
2767802455_NHBDKAOG_02697	K11068
2767802455_NHBDKAOG_02709	K02036
2767802455_NHBDKAOG_02710	K02036
2767802455_NHBDKAOG_02711	K02038
2767802455_NHBDKAOG_02713	K02039
2767802455_NHBDKAOG_02714	K02040
2767802455_NHBDKAOG_02718	K07038
2767802455_NHBDKAOG_02721	K03699
2767802455_NHBDKAOG_02722	K03699
2767802455_NHBDKAOG_02729	K07493
2767802455_NHBDKAOG_02732	K15777
2767802455_NHBDKAOG_02735	K03549
2767802455_NHBDKAOG_02736	K07667
2767802455_NHBDKAOG_02737	K07646
2767802455_NHBDKAOG_02738	K13953
2767802455_NHBDKAOG_02739	K02386
2767802455_NHBDKAOG_02740	K02398
2767802455_NHBDKAOG_02741	K02399
2767802455_NHBDKAOG_02742	K03189
2767802455_NHBDKAOG_02743	K03188
2767802455_NHBDKAOG_02744	K03187
2767802455_NHBDKAOG_02746	K01154
2767802455_NHBDKAOG_02751	K01153
2767802455_NHBDKAOG_02752	K07043
2767802455_NHBDKAOG_02753	K02003
2767802455_NHBDKAOG_02758	K05275
2767802455_NHBDKAOG_02759	K02004
2767802455_NHBDKAOG_02762	K02030
2767802455_NHBDKAOG_02764	K03799
2767802455_NHBDKAOG_02767	K13993
2767802455_NHBDKAOG_02776	K01796
2767802455_NHBDKAOG_02778	K01996
2767802455_NHBDKAOG_02778	K10822
2767802455_NHBDKAOG_02781	K01997
2767802455_NHBDKAOG_02782	K01995
2767802455_NHBDKAOG_02782	K10822
2767802455_NHBDKAOG_02783	K01897
2767802455_NHBDKAOG_02785	K14393
2767802455_NHBDKAOG_02786	K14393
2767802455_NHBDKAOG_02787	K01674
2767802455_NHBDKAOG_02790	K07497
2767802455_NHBDKAOG_02792	K02617
2767802455_NHBDKAOG_02797	K02039
2767802455_NHBDKAOG_02798	K02040
2767802455_NHBDKAOG_02799	K02037
2767802455_NHBDKAOG_02800	K02038
2767802455_NHBDKAOG_02801	K02036
2767802455_NHBDKAOG_02802	K02039
2767802455_NHBDKAOG_02803	K07657
2767802455_NHBDKAOG_02804	K07636
2767802455_NHBDKAOG_02805	K09803
2767802455_NHBDKAOG_02807	K00995
2767802455_NHBDKAOG_02808	K03703
2767802455_NHBDKAOG_02810	K01207
2767802455_NHBDKAOG_02811	K00997
2767802455_NHBDKAOG_02812	K03474
2767802455_NHBDKAOG_02813	K03584
2767802455_NHBDKAOG_02814	K03595
2767802455_NHBDKAOG_02815	K03685
2767802455_NHBDKAOG_02817	K03100
2767802455_NHBDKAOG_02818	K03596
2767802455_NHBDKAOG_02820	K04771
2767802455_NHBDKAOG_02821	K03803
2767802455_NHBDKAOG_02822	K03088
2767802455_NHBDKAOG_02824	K00798
2767802455_NHBDKAOG_02825	K00906
2767802455_NHBDKAOG_02826	K00031
2767802455_NHBDKAOG_02827	K07749
2767802455_NHBDKAOG_02831	K18139
2767802455_NHBDKAOG_02832	K22468
2767802455_NHBDKAOG_02833	K00208
2767802455_NHBDKAOG_02835	K00925
2767802455_NHBDKAOG_02836	K00705
2767802455_NHBDKAOG_02840	K06907
2767802455_NHBDKAOG_02845	K10680
2767802455_NHBDKAOG_02847	K03071
2767802455_NHBDKAOG_02848	K03676
2767802455_NHBDKAOG_02851	K22719
2767802455_NHBDKAOG_02852	K03797
2767802455_NHBDKAOG_02854	K21029
2767802455_NHBDKAOG_02854	K03148
2767802455_NHBDKAOG_02855	K11752
2767802455_NHBDKAOG_02856	K07738
2767802455_NHBDKAOG_02857	K00600
2767802455_NHBDKAOG_02861	K02078
2767802455_NHBDKAOG_02871	K07481
2767802455_NHBDKAOG_02877	K00793
2767802455_NHBDKAOG_02879	K05366
2767802455_NHBDKAOG_02881	K11085
2767802455_NHBDKAOG_02881	K06147
2767802455_NHBDKAOG_02883	K02848
2767802455_NHBDKAOG_02885	K02848
2767802455_NHBDKAOG_02886	K02844
2767802455_NHBDKAOG_02887	K02517
2767802455_NHBDKAOG_02888	K00789
2767802455_NHBDKAOG_02889	K03328
2767802455_NHBDKAOG_02897	K01912
2767802455_NHBDKAOG_02901	K00066
2767802455_NHBDKAOG_02902	K21001
2767802455_NHBDKAOG_02903	K01953
2767802455_NHBDKAOG_02905	K01953
2767802455_NHBDKAOG_02910	K01791
2767802455_NHBDKAOG_02915	K01991
2767802455_NHBDKAOG_02919	K02968
2767802455_NHBDKAOG_02920	K00573
2767802455_NHBDKAOG_02921	K12340
2767802455_NHBDKAOG_02922	K02527
2767802455_NHBDKAOG_02923	K02841
2767802455_NHBDKAOG_02924	K16011
2767802455_NHBDKAOG_02924	K00971
2767802455_NHBDKAOG_02925	K01710
2767802455_NHBDKAOG_02926	K00067
2767802455_NHBDKAOG_02929	K02050
2767802455_NHBDKAOG_02932	K03969
2767802455_NHBDKAOG_02935	K07340
2767802455_NHBDKAOG_02939	K07287
2767802455_NHBDKAOG_02940	K01714
2767802455_NHBDKAOG_02940	K03517
2767802455_NHBDKAOG_02942	K03924
2767802455_NHBDKAOG_02944	K22452
2767802455_NHBDKAOG_02945	K08305
2767802455_NHBDKAOG_02947	K06194
2767802455_NHBDKAOG_02948	K07497
2767802455_NHBDKAOG_02952	K07497
2767802455_NHBDKAOG_02963	K07492
2767802455_NHBDKAOG_02964	K07492
2767802455_NHBDKAOG_02974	K09803
2767802455_NHBDKAOG_02986	K03824
2767802455_NHBDKAOG_02988	K07154
2767802455_NHBDKAOG_02993	K08997
2767802455_NHBDKAOG_02996	K01933
2767802455_NHBDKAOG_02996	K00872
2767802455_NHBDKAOG_02997	K10763
2767802455_NHBDKAOG_02999	K00970
2767802455_NHBDKAOG_03000	K00950
2767802455_NHBDKAOG_03003	K00626
2767802455_NHBDKAOG_03009	K01130
2767802455_NHBDKAOG_03011	K02970
2767802455_NHBDKAOG_03016	K01130
2767802455_NHBDKAOG_03019	K20074
2767802455_NHBDKAOG_03021	K11473
2767802455_NHBDKAOG_03022	K11472
2767802455_NHBDKAOG_03023	K00104
2767802455_NHBDKAOG_03024	K03406
2767802455_NHBDKAOG_03025	K07807
2767802455_NHBDKAOG_03026	K08970
2767802455_NHBDKAOG_03032	K00042
2767802455_NHBDKAOG_03032	K00020
2767802455_NHBDKAOG_03033	K00042
2767802455_NHBDKAOG_03033	K00020
2767802455_NHBDKAOG_03036	K10764
2767802455_NHBDKAOG_03037	K00764
2767802455_NHBDKAOG_03038	K03558
2767802455_NHBDKAOG_03039	K03749
2767802455_NHBDKAOG_03040	K11754
2767802455_NHBDKAOG_03041	K01963
2767802455_NHBDKAOG_03042	K01695
2767802455_NHBDKAOG_03043	K01696
2767802455_NHBDKAOG_03043	K01817
2767802455_NHBDKAOG_03051	K04748
2767802455_NHBDKAOG_03052	K01601
2767802455_NHBDKAOG_03055	K00134
2767802455_NHBDKAOG_03056	K00873
2767802455_NHBDKAOG_03057	K01923
2767802455_NHBDKAOG_03059	K01414
2767802455_NHBDKAOG_03061	K14393
2767802455_NHBDKAOG_03064	K01586
2767802455_NHBDKAOG_03067	K02005
2767802455_NHBDKAOG_03068	K02003
2767802455_NHBDKAOG_03069	K02004
2767802455_NHBDKAOG_03070	K02004
2767802455_NHBDKAOG_03071	K03190
2767802455_NHBDKAOG_03082	K21023
2767802455_NHBDKAOG_03083	K03406
2767802455_NHBDKAOG_03085	K07025
2767802455_NHBDKAOG_03086	K00930
2767802455_NHBDKAOG_03087	K01894
2767802455_NHBDKAOG_03088	K06131
2767802455_NHBDKAOG_03089	K03442
2767802455_NHBDKAOG_03090	K22226
2767802455_NHBDKAOG_03093	K09005
2767802455_NHBDKAOG_03094	K03181
2767802455_NHBDKAOG_03095	K07666
2767802455_NHBDKAOG_03096	K07645
2767802455_NHBDKAOG_03096	K02484
2767802455_NHBDKAOG_03097	K04771
2767802455_NHBDKAOG_03102	K06195
2767802455_NHBDKAOG_03103	K01783
2767802455_NHBDKAOG_03104	K01091
2767802455_NHBDKAOG_03105	K01657
2767802455_NHBDKAOG_03107	K07090
2767802455_NHBDKAOG_03110	K01847
2767802455_NHBDKAOG_03110	K01849
2767802455_NHBDKAOG_03111	K07588
2767802455_NHBDKAOG_03112	K01966
2767802455_NHBDKAOG_03113	K01965
2767802455_NHBDKAOG_03114	K00799
2767802455_NHBDKAOG_03120	K01990
2767802455_NHBDKAOG_03121	K09667
2767802455_NHBDKAOG_03133	K05366
2767802455_NHBDKAOG_03143	K03427
2767802455_NHBDKAOG_03148	K01974
2767802455_NHBDKAOG_03149	K14415
2767802455_NHBDKAOG_03153	K14414
2767802455_NHBDKAOG_03159	K15371
2767802455_NHBDKAOG_03160	K15371
2767802455_NHBDKAOG_03161	K10004
2767802455_NHBDKAOG_03161	K02028
2767802455_NHBDKAOG_03161	K02030
2767802455_NHBDKAOG_03161	K10822
2767802455_NHBDKAOG_03162	K10002
2767802455_NHBDKAOG_03162	K02029
2767802455_NHBDKAOG_03163	K10003
2767802455_NHBDKAOG_03163	K02029
2767802455_NHBDKAOG_03165	K00568
2767802455_NHBDKAOG_03166	K03286
2767802455_NHBDKAOG_03167	K12960
2767802455_NHBDKAOG_03168	K03286
2767802455_NHBDKAOG_03169	K12410
2767802455_NHBDKAOG_03171	K03723
2767802455_NHBDKAOG_03172	K01626
2767802455_NHBDKAOG_03173	K06213
2767802455_NHBDKAOG_03174	K18446
2767802455_NHBDKAOG_03180	K01721
2767802455_NHBDKAOG_03183	K03723
2767802455_NHBDKAOG_03184	K01626
2767802455_NHBDKAOG_03185	K00873
2767802455_NHBDKAOG_03187	K05939
2767802455_NHBDKAOG_03187	K00655
2767802455_NHBDKAOG_03190	K05541
2767802455_NHBDKAOG_03191	K07667
2767802455_NHBDKAOG_03192	K07646
2767802455_NHBDKAOG_03193	K01548
2767802455_NHBDKAOG_03194	K01547
2767802455_NHBDKAOG_03195	K01546
2767802455_NHBDKAOG_03196	K01545
2767802455_NHBDKAOG_03197	K03321
2767802455_NHBDKAOG_03199	K00135
2767802455_NHBDKAOG_03201	K03455
2767802455_NHBDKAOG_03209	K02238
2767802455_NHBDKAOG_03210	K03406
2767802455_NHBDKAOG_03210	K07216
2767802455_NHBDKAOG_03211	K09810
2767802455_NHBDKAOG_03211	K02003
2767802455_NHBDKAOG_03212	K09808
2767802455_NHBDKAOG_03212	K02004
2767802455_NHBDKAOG_03214	K07462
2767802455_NHBDKAOG_03215	K01624
2767802455_NHBDKAOG_03216	K00895
2767802455_NHBDKAOG_03224	K03406
2767802455_NHBDKAOG_03226	K02836
2767802455_NHBDKAOG_03227	K04567
2767802455_NHBDKAOG_03228	K15461
2767802455_NHBDKAOG_03230	K01740
2767802455_NHBDKAOG_03233	K06916
2767802455_NHBDKAOG_03234	K07160
2767802455_NHBDKAOG_03237	K01737
2767802455_NHBDKAOG_03239	K07814
2767802455_NHBDKAOG_03242	K03776
2767802455_NHBDKAOG_03242	K03406
2767802455_NHBDKAOG_03242	K07216
2767802455_NHBDKAOG_03244	K07076
2767802455_NHBDKAOG_03248	K03699
2767802455_NHBDKAOG_03249	K03699
2767802455_NHBDKAOG_03251	K03324
2767802455_NHBDKAOG_03252	K03699
2767802455_NHBDKAOG_03253	K03699
2767802455_NHBDKAOG_03254	K03699
2767802455_NHBDKAOG_03255	K03498
2767802455_NHBDKAOG_03261	K00525
2767802455_NHBDKAOG_03264	K06999
2767802455_NHBDKAOG_03267	K00864
2767802455_NHBDKAOG_03275	K00865
2767802455_NHBDKAOG_03276	K00625
2767802455_NHBDKAOG_03276	K00634
2767802455_NHBDKAOG_03277	K18005
2767802455_NHBDKAOG_03278	K18006
2767802455_NHBDKAOG_03279	K02674
2767802455_NHBDKAOG_03280	K02673
2767802455_NHBDKAOG_03281	K02672
2767802455_NHBDKAOG_03282	K02671
2767802455_NHBDKAOG_03283	K08084
2767802455_NHBDKAOG_03284	K02655
2767802455_NHBDKAOG_03289	K09793
2767802455_NHBDKAOG_03291	K03406
2767802455_NHBDKAOG_03307	K07497
2767802455_NHBDKAOG_03309	K01953
2767802455_NHBDKAOG_03310	K02337
2767802455_NHBDKAOG_03312	K03750
2767802455_NHBDKAOG_03313	K03639
2767802455_NHBDKAOG_03319	K02387
2767802455_NHBDKAOG_03320	K02388
2767802455_NHBDKAOG_03321	K02389
2767802455_NHBDKAOG_03322	K02390
2767802455_NHBDKAOG_03323	K02391
2767802455_NHBDKAOG_03324	K02392
2767802455_NHBDKAOG_03325	K02393
2767802455_NHBDKAOG_03326	K02394
2767802455_NHBDKAOG_03327	K02395
2767802455_NHBDKAOG_03328	K02396
2767802455_NHBDKAOG_03329	K02397
2767802455_NHBDKAOG_03332	K21470
2767802455_NHBDKAOG_03333	K03154
2767802455_NHBDKAOG_03334	K03149
2767802455_NHBDKAOG_03335	K03439
2767802455_NHBDKAOG_03336	K03832
2767802455_NHBDKAOG_03339	K02428
2767802455_NHBDKAOG_03340	K00989
2767802455_NHBDKAOG_03341	K20074
2767802455_NHBDKAOG_03344	K02428
2767802455_NHBDKAOG_03345	K03630
2767802455_NHBDKAOG_03346	K00003
2767802455_NHBDKAOG_03347	K14260
2767802455_NHBDKAOG_03348	K14261
2767802455_NHBDKAOG_03349	K09008
2767802455_NHBDKAOG_03355	K12132
2767802455_NHBDKAOG_03355	K08884
2767802455_NHBDKAOG_03358	K03413
2767802455_NHBDKAOG_03359	K01069
2767802455_NHBDKAOG_03361	K03469
2767802455_NHBDKAOG_03362	K02342
2767802455_NHBDKAOG_03362	K09951
2767802455_NHBDKAOG_03364	K05540
2767802455_NHBDKAOG_03365	K03557
2767802455_NHBDKAOG_03366	K00602
2767802455_NHBDKAOG_03367	K01945
2767802455_NHBDKAOG_03368	K00228
2767802455_NHBDKAOG_03369	K01719
2767802455_NHBDKAOG_03370	K01749
2767802455_NHBDKAOG_03372	K02303
2767802455_NHBDKAOG_03373	K08083
2767802455_NHBDKAOG_03374	K08082
2767802455_NHBDKAOG_03375	K01755
2767802455_NHBDKAOG_03376	K12132
2767802455_NHBDKAOG_03376	K08884
2767802455_NHBDKAOG_03378	K07390
2767802455_NHBDKAOG_03379	K02493
2767802455_NHBDKAOG_03380	K02835
2767802455_NHBDKAOG_03381	K02492
2767802455_NHBDKAOG_03385	K02045
2767802455_NHBDKAOG_03385	K10822
2767802455_NHBDKAOG_03386	K02047
2767802455_NHBDKAOG_03387	K02046
2767802455_NHBDKAOG_03388	K02048
2767802455_NHBDKAOG_03389	K07262
2767802455_NHBDKAOG_03390	K07001
2767802455_NHBDKAOG_03391	K00029
2767802455_NHBDKAOG_03392	K01596
2767802455_NHBDKAOG_03394	K03806
2767802455_NHBDKAOG_03395	K02667
2767802455_NHBDKAOG_03396	K02668
2767802455_NHBDKAOG_03401	K02523
2767802455_NHBDKAOG_03402	K07444
2767802455_NHBDKAOG_03403	K08973
2767802455_NHBDKAOG_03405	K00523
2767802455_NHBDKAOG_03411	K00372
2767802455_NHBDKAOG_03413	K03831
2767802455_NHBDKAOG_03413	K06999
2767802455_NHBDKAOG_03414	K09889
2767802455_NHBDKAOG_03415	K03592
2767802455_NHBDKAOG_03417	K20444
2767802455_NHBDKAOG_03418	K09691
2767802455_NHBDKAOG_03419	K09690
2767802455_NHBDKAOG_03420	K01790
2767802455_NHBDKAOG_03421	K00973
2767802455_NHBDKAOG_03426	K05794
2767802455_NHBDKAOG_03427	K01673
2767802455_NHBDKAOG_03428	K03799
2767802455_NHBDKAOG_03430	K03717
2767802455_NHBDKAOG_03433	K09931
2767802455_NHBDKAOG_03435	K02888
2767802455_NHBDKAOG_03436	K02899
2767802455_NHBDKAOG_03437	K03979
2767802455_NHBDKAOG_03438	K00931
2767802455_NHBDKAOG_03442	K09137
2767802455_NHBDKAOG_03443	K06199
2767802455_NHBDKAOG_03447	K18778
2767802455_NHBDKAOG_03448	K00859
2767802455_NHBDKAOG_03450	K06001
2767802455_NHBDKAOG_03451	K01611
2767802455_NHBDKAOG_03452	K07552
2767802455_NHBDKAOG_03453	K07391
2767802455_NHBDKAOG_03454	K09806
2767802455_NHBDKAOG_03455	K04752
2767802455_NHBDKAOG_03455	K04751
2767802455_NHBDKAOG_03456	K03320
2767802455_NHBDKAOG_03470	K21498
2767802455_NHBDKAOG_03471	K07726
2767802455_NHBDKAOG_03474	K23548
2767802455_NHBDKAOG_03475	K19641
2767802455_NHBDKAOG_03476	K19640
2767802455_NHBDKAOG_03477	K04655
2767802455_NHBDKAOG_03478	K04654
2767802455_NHBDKAOG_03480	K12132
2767802455_NHBDKAOG_03480	K08884
2767802455_NHBDKAOG_03481	K20074
2767802455_NHBDKAOG_03482	K12132
2767802455_NHBDKAOG_03482	K08884
2767802455_NHBDKAOG_03486	K01733
2767802455_NHBDKAOG_03497	K04653
2767802455_NHBDKAOG_03498	K04656
2767802455_NHBDKAOG_03498	K01512
2767802455_NHBDKAOG_03499	K04652
2767802455_NHBDKAOG_03500	K04651
2767802455_NHBDKAOG_03502	K02193
2767802455_NHBDKAOG_03503	K02194
2767802455_NHBDKAOG_03504	K02195
2767802455_NHBDKAOG_03505	K02196
2767802455_NHBDKAOG_03506	K02197
2767802455_NHBDKAOG_03507	K02198
2767802455_NHBDKAOG_03508	K02199
2767802455_NHBDKAOG_03509	K02200
2767802455_NHBDKAOG_03510	K02200
2767802455_NHBDKAOG_03511	K07075
2767802455_NHBDKAOG_03523	K01720
2767802455_NHBDKAOG_03524	K01659
2767802455_NHBDKAOG_03525	K03642
2767802455_NHBDKAOG_03527	K03644
2767802455_NHBDKAOG_03528	K03801
2767802455_NHBDKAOG_03529	K09158
2767802455_NHBDKAOG_03530	K07258
2767802455_NHBDKAOG_03532	K03642
2767802455_NHBDKAOG_03533	K05837
2767802455_NHBDKAOG_03534	K05515
2767802455_NHBDKAOG_03535	K03571
2767802455_NHBDKAOG_03536	K03570
2767802455_NHBDKAOG_03537	K03569
2767802455_NHBDKAOG_03538	K02435
2767802455_NHBDKAOG_03539	K02433
2767802455_NHBDKAOG_03539	K01426
2767802455_NHBDKAOG_03540	K02434
2767802455_NHBDKAOG_03542	K00762
2767802455_NHBDKAOG_03543	K01142
2767802455_NHBDKAOG_03544	K05594
2767802455_NHBDKAOG_03547	K10800
2767802455_NHBDKAOG_03548	K08218
2767802455_NHBDKAOG_03550	K00641
2767802455_NHBDKAOG_03551	K08483
2767802455_NHBDKAOG_03552	K02784
2767802455_NHBDKAOG_03554	K03734
2767802455_NHBDKAOG_03555	K01920
2767802455_NHBDKAOG_03557	K05805
2767802455_NHBDKAOG_03561	K04719
2767802455_NHBDKAOG_03562	K19221
2767802455_NHBDKAOG_03563	K02224
2767802455_NHBDKAOG_03567	K10001
2767802455_NHBDKAOG_03570	K00537
2767802455_NHBDKAOG_03572	K09181
2767802455_NHBDKAOG_03573	K11745
2767802455_NHBDKAOG_03573	K03455
2767802455_NHBDKAOG_03574	K11746
2767802455_NHBDKAOG_03582	K19810
2767802455_NHBDKAOG_03583	K02356
2767802455_NHBDKAOG_03584	K04568
2767802455_NHBDKAOG_03585	K11530
2767802455_NHBDKAOG_03588	K01061
2767802455_NHBDKAOG_03589	K19135
2767802455_NHBDKAOG_03592	K20074
2767802455_NHBDKAOG_03594	K01902
2767802455_NHBDKAOG_03595	K01903
2767802455_NHBDKAOG_03601	K00799
2767802455_NHBDKAOG_03602	K01026
2767802455_NHBDKAOG_03604	K12340
2767802455_NHBDKAOG_03605	K02005
2767802455_NHBDKAOG_03606	K02003
2767802455_NHBDKAOG_03606	K02030
2767802455_NHBDKAOG_03607	K02004
2767802455_NHBDKAOG_03608	K01726
2767802455_NHBDKAOG_03615	K20074
2767802455_NHBDKAOG_03617	K01902
2767802455_NHBDKAOG_03636	K05834
2767802455_NHBDKAOG_03638	K02066
2767802455_NHBDKAOG_03639	K02065
2767802455_NHBDKAOG_03639	K10822
2767802455_NHBDKAOG_03640	K02067
2767802455_NHBDKAOG_03641	K18480
2767802455_NHBDKAOG_03642	K00666
2767802455_NHBDKAOG_03644	K03578
2767802455_NHBDKAOG_03648	K09774
2767802455_NHBDKAOG_03649	K11719
2767802455_NHBDKAOG_03650	K03270
2767802455_NHBDKAOG_03651	K06041
2767802455_NHBDKAOG_03662	K12284
2767802455_NHBDKAOG_03664	K12283
2767802455_NHBDKAOG_03664	K03112
2767802455_NHBDKAOG_03666	K02065
2767802455_NHBDKAOG_03667	K02066
2767802455_NHBDKAOG_03668	K02067
2767802455_NHBDKAOG_03669	K04754
2767802455_NHBDKAOG_03670	K07323
2767802455_NHBDKAOG_03671	K07122
2767802455_NHBDKAOG_03672	K01990
2767802455_NHBDKAOG_03675	K00790
2767802455_NHBDKAOG_03676	K00615
2767802455_NHBDKAOG_03677	K00855
2767802455_NHBDKAOG_03678	K01086
2767802455_NHBDKAOG_03678	K03841
2767802455_NHBDKAOG_03679	K21703
2767802455_NHBDKAOG_03680	K07649
2767802455_NHBDKAOG_03681	K02483
2767802455_NHBDKAOG_03682	K01451
2767802455_NHBDKAOG_03683	K06958
2767802455_NHBDKAOG_03685	K01251
2767802455_NHBDKAOG_03686	K00297
2767802455_NHBDKAOG_03691	K00681
2767802455_NHBDKAOG_03699	K09125
2767802455_NHBDKAOG_03701	K01531
2767802455_NHBDKAOG_03710	K00990
2767802455_NHBDKAOG_03714	K01507
2767802455_NHBDKAOG_03716	K14415
2767802455_NHBDKAOG_03720	K03406
2767802455_NHBDKAOG_03722	K00411
2767802455_NHBDKAOG_03723	K08591
2767802455_NHBDKAOG_03724	K01633
2767802455_NHBDKAOG_03725	K04065
2767802455_NHBDKAOG_03726	K03271
2767802455_NHBDKAOG_03728	K07460
2767802455_NHBDKAOG_03729	K07056
2767802455_NHBDKAOG_03731	K19345
2767802455_NHBDKAOG_03732	K22225
2767802455_NHBDKAOG_03736	K03925
2767802455_NHBDKAOG_03737	K03438
2767802455_NHBDKAOG_03738	K03586
2767802455_NHBDKAOG_03739	K03587
2767802455_NHBDKAOG_03740	K01928
2767802455_NHBDKAOG_03741	K01929
2767802455_NHBDKAOG_03742	K01000
2767802455_NHBDKAOG_03743	K01925
2767802455_NHBDKAOG_03744	K03588
2767802455_NHBDKAOG_03745	K02563
2767802455_NHBDKAOG_03746	K01924
2767802455_NHBDKAOG_03747	K01921
2767802455_NHBDKAOG_03748	K03589
2767802455_NHBDKAOG_03750	K03925
2767802455_NHBDKAOG_03751	K03438
2767802455_NHBDKAOG_03752	K03586
2767802455_NHBDKAOG_03753	K03587
2767802455_NHBDKAOG_03754	K01928
2767802455_NHBDKAOG_03755	K01929
2767802455_NHBDKAOG_03756	K01000
2767802455_NHBDKAOG_03757	K01925
2767802455_NHBDKAOG_03758	K03588
2767802455_NHBDKAOG_03759	K02563
2767802455_NHBDKAOG_03760	K01924
2767802455_NHBDKAOG_03761	K01921
2767802455_NHBDKAOG_03762	K03589
2767802455_NHBDKAOG_03763	K03590
2767802455_NHBDKAOG_03764	K03531
2767802455_NHBDKAOG_03765	K02535
2767802455_NHBDKAOG_03771	K08303
2767802455_NHBDKAOG_03772	K08303
2767802455_NHBDKAOG_03773	K03608
2767802455_NHBDKAOG_03774	K03609
2767802455_NHBDKAOG_03775	K03610
2767802455_NHBDKAOG_03776	K03185
2767802455_NHBDKAOG_03777	K01262
2767802455_NHBDKAOG_03778	K00992
2767802455_NHBDKAOG_03779	K07102
2767802455_NHBDKAOG_03781	K04744
2767802455_NHBDKAOG_03782	K03771
2767802455_NHBDKAOG_03783	K00097
2767802455_NHBDKAOG_03784	K02528
2767802455_NHBDKAOG_03786	K01142
2767802455_NHBDKAOG_03787	K15371
2767802455_NHBDKAOG_03788	K10004
2767802455_NHBDKAOG_03788	K02028
2767802455_NHBDKAOG_03788	K02030
2767802455_NHBDKAOG_03788	K10822
2767802455_NHBDKAOG_03789	K10002
2767802455_NHBDKAOG_03789	K02029
2767802455_NHBDKAOG_03790	K10003
2767802455_NHBDKAOG_03790	K02029
2767802455_NHBDKAOG_03791	K05597
2767802455_NHBDKAOG_03791	K01424
2767802455_NHBDKAOG_03792	K10001
2767802455_NHBDKAOG_03794	K00275
2767802455_NHBDKAOG_03795	K22900
2767802455_NHBDKAOG_03799	K03795
2767802455_NHBDKAOG_03800	K22292
2767802455_NHBDKAOG_03800	K01091
2767802455_NHBDKAOG_03802	K00018
2767802455_NHBDKAOG_03810	K01658
2767802455_NHBDKAOG_03810	K01664
2767802455_NHBDKAOG_03811	K00766
2767802455_NHBDKAOG_03815	K18303
2767802455_NHBDKAOG_03817	K02662
2767802455_NHBDKAOG_03818	K02663
2767802455_NHBDKAOG_03819	K02664
2767802455_NHBDKAOG_03820	K02665
2767802455_NHBDKAOG_03821	K02666
2767802455_NHBDKAOG_03822	K00891
2767802455_NHBDKAOG_03823	K01735
2767802455_NHBDKAOG_03824	K01129
2767802455_NHBDKAOG_03826	K00325
2767802455_NHBDKAOG_03828	K07216
2767802455_NHBDKAOG_03831	K00767
2767802455_NHBDKAOG_03833	K03654
2767802455_NHBDKAOG_03834	K03269
2767802455_NHBDKAOG_03836	K03767
2767802455_NHBDKAOG_03838	K01883
2767802455_NHBDKAOG_03839	K01999
2767802455_NHBDKAOG_03840	K03686
2767802455_NHBDKAOG_03841	K04043
2767802455_NHBDKAOG_03842	K03687
2767802455_NHBDKAOG_03843	K12132
2767802455_NHBDKAOG_03843	K08884
2767802455_NHBDKAOG_03846	K03667
2767802455_NHBDKAOG_03847	K01419
2767802455_NHBDKAOG_03849	K01689
2767802455_NHBDKAOG_03850	K03892
2767802455_NHBDKAOG_03851	K10822
2767802455_NHBDKAOG_03851	K02030
2767802455_NHBDKAOG_03852	K11071
2767802455_NHBDKAOG_03853	K11070
2767802455_NHBDKAOG_03856	K01845
2767802455_NHBDKAOG_03857	K00788
2767802455_NHBDKAOG_03860	K02657
2767802455_NHBDKAOG_03861	K02658
2767802455_NHBDKAOG_03862	K02659
2767802455_NHBDKAOG_03863	K02660
2767802455_NHBDKAOG_03863	K03406
2767802455_NHBDKAOG_03864	K06596
2767802455_NHBDKAOG_03864	K02487
2767802455_NHBDKAOG_03865	K01669
2767802455_NHBDKAOG_03874	K21023
2767802455_NHBDKAOG_03876	K01698
2767802455_NHBDKAOG_03877	K03978
2767802455_NHBDKAOG_03881	K15634
2767802455_NHBDKAOG_03882	K11942
2767802455_NHBDKAOG_03885	K03406
2767802455_NHBDKAOG_03885	K07216
2767802455_NHBDKAOG_03891	K13012
2767802455_NHBDKAOG_03892	K03086
2767802455_NHBDKAOG_03893	K02316
2767802455_NHBDKAOG_03898	K02042
2767802455_NHBDKAOG_03899	K02042
2767802455_NHBDKAOG_03900	K02041
2767802455_NHBDKAOG_03901	K02044
2767802455_NHBDKAOG_03902	K01008
2767802455_NHBDKAOG_03904	K04758
2767802455_NHBDKAOG_03905	K04759
2767802455_NHBDKAOG_03907	K07267
2767802455_NHBDKAOG_03908	K06202
2767802455_NHBDKAOG_03909	K01586
2767802455_NHBDKAOG_03915	K08678
2767802455_NHBDKAOG_03916	K01784
