Orthogroup	spades-bin.32	Reactor4-bin.4
OG0000989	BBLLADNB_03175	CEKMHFBL_00098
OG0000990	BBLLADNB_02218	CEKMHFBL_00255
OG0000991	BBLLADNB_03523	CEKMHFBL_00099
OG0000992	BBLLADNB_03521	CEKMHFBL_00101
OG0000993	BBLLADNB_03733	CEKMHFBL_02116
OG0000995	BBLLADNB_02903	CEKMHFBL_00008
OG0000996	BBLLADNB_02904	CEKMHFBL_00007
OG0000997	BBLLADNB_02905	CEKMHFBL_00006
OG0000998	BBLLADNB_02906	CEKMHFBL_00005
OG0000999	BBLLADNB_02907	CEKMHFBL_00004
OG0001000	BBLLADNB_00857	CEKMHFBL_03827
OG0001001	BBLLADNB_00856	CEKMHFBL_03828
OG0001002	BBLLADNB_00855	CEKMHFBL_03829
OG0001003	BBLLADNB_00853	CEKMHFBL_03831
OG0001004	BBLLADNB_00850	CEKMHFBL_03832
OG0001005	BBLLADNB_02421	CEKMHFBL_02988
OG0001006	BBLLADNB_00847	CEKMHFBL_03836
OG0001007	BBLLADNB_00846	CEKMHFBL_03837
OG0001008	BBLLADNB_00845	CEKMHFBL_03838
OG0001009	BBLLADNB_00842	CEKMHFBL_03841
OG0001010	BBLLADNB_00841	CEKMHFBL_03842
OG0001011	BBLLADNB_00840	CEKMHFBL_03843
OG0001012	BBLLADNB_00839	CEKMHFBL_03844
OG0001013	BBLLADNB_01416	CEKMHFBL_03389
OG0001014	BBLLADNB_02694	CEKMHFBL_03612
OG0001015	BBLLADNB_02695	CEKMHFBL_03613
OG0001016	BBLLADNB_02696	CEKMHFBL_03614
OG0001017	BBLLADNB_02697	CEKMHFBL_03615
OG0001018	BBLLADNB_02698	CEKMHFBL_03619
OG0001019	BBLLADNB_02208	CEKMHFBL_03620
OG0001020	BBLLADNB_02015	CEKMHFBL_04181
OG0001021	BBLLADNB_02013	CEKMHFBL_03567
OG0001022	BBLLADNB_03797	CEKMHFBL_02920
OG0001023	BBLLADNB_02100	CEKMHFBL_03784
OG0001024	BBLLADNB_00094	CEKMHFBL_02915
OG0001025	BBLLADNB_00092	CEKMHFBL_02913
OG0001026	BBLLADNB_00091	CEKMHFBL_02912
OG0001027	BBLLADNB_00088	CEKMHFBL_02087
OG0001028	BBLLADNB_00083	CEKMHFBL_02081
OG0001029	BBLLADNB_00082	CEKMHFBL_02080
OG0001030	BBLLADNB_00081	CEKMHFBL_02079
OG0001031	BBLLADNB_00077	CEKMHFBL_02074
OG0001032	BBLLADNB_00076	CEKMHFBL_02073
OG0001033	BBLLADNB_00075	CEKMHFBL_02072
OG0001034	BBLLADNB_00074	CEKMHFBL_02071
OG0001035	BBLLADNB_00073	CEKMHFBL_02070
OG0001036	BBLLADNB_01291	CEKMHFBL_02065
OG0001037	BBLLADNB_01290	CEKMHFBL_02064
OG0001038	BBLLADNB_01289	CEKMHFBL_02063
OG0001039	BBLLADNB_01288	CEKMHFBL_02062
OG0001040	BBLLADNB_01287	CEKMHFBL_02061
OG0001041	BBLLADNB_01286	CEKMHFBL_02060
OG0001042	BBLLADNB_01285	CEKMHFBL_02059
OG0001043	BBLLADNB_01284	CEKMHFBL_02058
OG0001044	BBLLADNB_01282	CEKMHFBL_02056
OG0001045	BBLLADNB_01281	CEKMHFBL_02055
OG0001046	BBLLADNB_01280	CEKMHFBL_02054
OG0001047	BBLLADNB_01279	CEKMHFBL_02053
OG0001048	BBLLADNB_01278	CEKMHFBL_02052
OG0001049	BBLLADNB_01668	CEKMHFBL_03082
OG0001050	BBLLADNB_02555	CEKMHFBL_00620
OG0001051	BBLLADNB_02370	CEKMHFBL_02992
OG0001052	BBLLADNB_02553	CEKMHFBL_00622
OG0001053	BBLLADNB_02446	CEKMHFBL_01714
OG0001054	BBLLADNB_00263	CEKMHFBL_03156
OG0001055	BBLLADNB_00264	CEKMHFBL_03155
OG0001056	BBLLADNB_00265	CEKMHFBL_03154
OG0001057	BBLLADNB_00266	CEKMHFBL_03153
OG0001058	BBLLADNB_00267	CEKMHFBL_03152
OG0001059	BBLLADNB_00268	CEKMHFBL_03151
OG0001060	BBLLADNB_00269	CEKMHFBL_03150
OG0001061	BBLLADNB_01033	CEKMHFBL_00552
OG0001062	BBLLADNB_01034	CEKMHFBL_00553
OG0001063	BBLLADNB_01035	CEKMHFBL_00554
OG0001064	BBLLADNB_01036	CEKMHFBL_00555
OG0001065	BBLLADNB_01037	CEKMHFBL_00556
OG0001066	BBLLADNB_01038	CEKMHFBL_00557
OG0001067	BBLLADNB_01039	CEKMHFBL_00558
OG0001068	BBLLADNB_01040	CEKMHFBL_00559
OG0001069	BBLLADNB_01041	CEKMHFBL_00560
OG0001070	BBLLADNB_01422	CEKMHFBL_03395
OG0001071	BBLLADNB_01421	CEKMHFBL_03394
OG0001072	BBLLADNB_01420	CEKMHFBL_03393
OG0001073	BBLLADNB_01419	CEKMHFBL_03392
OG0001074	BBLLADNB_01418	CEKMHFBL_03391
OG0001075	BBLLADNB_01417	CEKMHFBL_03390
OG0001076	BBLLADNB_01415	CEKMHFBL_03388
OG0001077	BBLLADNB_01877	CEKMHFBL_01521
OG0001078	BBLLADNB_01878	CEKMHFBL_01520
OG0001079	BBLLADNB_01879	CEKMHFBL_01519
OG0001080	BBLLADNB_03554	CEKMHFBL_00805
OG0001081	BBLLADNB_01831	CEKMHFBL_01954
OG0001082	BBLLADNB_01832	CEKMHFBL_01953
OG0001083	BBLLADNB_03711	CEKMHFBL_00736
OG0001084	BBLLADNB_01234	CEKMHFBL_00738
OG0001085	BBLLADNB_02240	CEKMHFBL_02741
OG0001086	BBLLADNB_02880	CEKMHFBL_02743
OG0001087	BBLLADNB_02881	CEKMHFBL_02744
OG0001088	BBLLADNB_01760	CEKMHFBL_01956
OG0001089	BBLLADNB_01015	CEKMHFBL_01474
OG0001090	BBLLADNB_00333	CEKMHFBL_00376
OG0001091	BBLLADNB_00334	CEKMHFBL_00375
OG0001092	BBLLADNB_01370	CEKMHFBL_00373
OG0001093	BBLLADNB_01371	CEKMHFBL_00372
OG0001094	BBLLADNB_00661	CEKMHFBL_04112
OG0001095	BBLLADNB_03253	CEKMHFBL_03413
OG0001096	BBLLADNB_03252	CEKMHFBL_03414
OG0001097	BBLLADNB_03251	CEKMHFBL_03415
OG0001098	BBLLADNB_03250	CEKMHFBL_03416
OG0001099	BBLLADNB_03249	CEKMHFBL_03417
OG0001100	BBLLADNB_03248	CEKMHFBL_03418
OG0001101	BBLLADNB_03247	CEKMHFBL_03419
OG0001102	BBLLADNB_02414	CEKMHFBL_03421
OG0001103	BBLLADNB_02413	CEKMHFBL_03422
OG0001104	BBLLADNB_02410	CEKMHFBL_03426
OG0001105	BBLLADNB_02409	CEKMHFBL_03427
OG0001106	BBLLADNB_02408	CEKMHFBL_03428
OG0001107	BBLLADNB_02407	CEKMHFBL_03429
OG0001108	BBLLADNB_02406	CEKMHFBL_03430
OG0001109	BBLLADNB_02405	CEKMHFBL_03431
OG0001110	BBLLADNB_02655	CEKMHFBL_03435
OG0001111	BBLLADNB_02654	CEKMHFBL_03436
OG0001112	BBLLADNB_02653	CEKMHFBL_03437
OG0001113	BBLLADNB_02652	CEKMHFBL_03438
OG0001114	BBLLADNB_02651	CEKMHFBL_03439
OG0001115	BBLLADNB_02649	CEKMHFBL_03441
OG0001116	BBLLADNB_02648	CEKMHFBL_03442
OG0001117	BBLLADNB_02647	CEKMHFBL_03443
OG0001118	BBLLADNB_02646	CEKMHFBL_03444
OG0001119	BBLLADNB_02039	CEKMHFBL_03445
OG0001120	BBLLADNB_02041	CEKMHFBL_03449
OG0001121	BBLLADNB_02042	CEKMHFBL_03450
OG0001122	BBLLADNB_02043	CEKMHFBL_03451
OG0001123	BBLLADNB_00271	CEKMHFBL_00789
OG0001124	BBLLADNB_00272	CEKMHFBL_00790
OG0001125	BBLLADNB_02812	CEKMHFBL_02203
OG0001126	BBLLADNB_02811	CEKMHFBL_02204
OG0001127	BBLLADNB_01851	CEKMHFBL_01699
OG0001128	BBLLADNB_02774	CEKMHFBL_01653
OG0001129	BBLLADNB_02951	CEKMHFBL_02662
OG0001130	BBLLADNB_02952	CEKMHFBL_02661
OG0001131	BBLLADNB_01155	CEKMHFBL_03672
OG0001132	BBLLADNB_03578	CEKMHFBL_03705
OG0001133	BBLLADNB_00324	CEKMHFBL_02550
OG0001134	BBLLADNB_00323	CEKMHFBL_02551
OG0001135	BBLLADNB_00322	CEKMHFBL_02552
OG0001136	BBLLADNB_00321	CEKMHFBL_02553
OG0001137	BBLLADNB_00320	CEKMHFBL_02554
OG0001138	BBLLADNB_00318	CEKMHFBL_02556
OG0001139	BBLLADNB_00317	CEKMHFBL_02557
OG0001140	BBLLADNB_00316	CEKMHFBL_02558
OG0001141	BBLLADNB_00315	CEKMHFBL_02559
OG0001142	BBLLADNB_00314	CEKMHFBL_02560
OG0001143	BBLLADNB_00313	CEKMHFBL_02561
OG0001144	BBLLADNB_00312	CEKMHFBL_02562
OG0001145	BBLLADNB_00311	CEKMHFBL_02563
OG0001146	BBLLADNB_00310	CEKMHFBL_02564
OG0001147	BBLLADNB_00309	CEKMHFBL_02565
OG0001148	BBLLADNB_01007	CEKMHFBL_04177
OG0001149	BBLLADNB_00308	CEKMHFBL_02566
OG0001150	BBLLADNB_03867	CEKMHFBL_02974
OG0001151	BBLLADNB_03868	CEKMHFBL_02975
OG0001152	BBLLADNB_03803	CEKMHFBL_02977
OG0001153	BBLLADNB_03369	CEKMHFBL_02978
OG0001154	BBLLADNB_02422	CEKMHFBL_02986
OG0001155	BBLLADNB_02274	CEKMHFBL_02886
OG0001156	BBLLADNB_02428	CEKMHFBL_03638
OG0001157	BBLLADNB_02429	CEKMHFBL_03637
OG0001158	BBLLADNB_02430	CEKMHFBL_03636
OG0001159	BBLLADNB_00107	CEKMHFBL_00478
OG0001160	BBLLADNB_00106	CEKMHFBL_00477
OG0001161	BBLLADNB_03245	CEKMHFBL_01264
OG0001162	BBLLADNB_03243	CEKMHFBL_01267
OG0001163	BBLLADNB_03242	CEKMHFBL_01268
OG0001164	BBLLADNB_01356	CEKMHFBL_01659
OG0001165	BBLLADNB_01121	CEKMHFBL_03585
OG0001166	BBLLADNB_00426	CEKMHFBL_01524
OG0001167	BBLLADNB_02683	CEKMHFBL_01708
OG0001168	BBLLADNB_02680	CEKMHFBL_01706
OG0001169	BBLLADNB_02679	CEKMHFBL_01705
OG0001170	BBLLADNB_02678	CEKMHFBL_01704
OG0001171	BBLLADNB_02677	CEKMHFBL_01703
OG0001172	BBLLADNB_02676	CEKMHFBL_01702
OG0001173	BBLLADNB_02674	CEKMHFBL_01701
OG0001174	BBLLADNB_01850	CEKMHFBL_01698
OG0001175	BBLLADNB_01849	CEKMHFBL_01697
OG0001176	BBLLADNB_01848	CEKMHFBL_01696
OG0001177	BBLLADNB_01788	CEKMHFBL_01640
OG0001178	BBLLADNB_03125	CEKMHFBL_03181
OG0001180	BBLLADNB_03511	CEKMHFBL_01421
OG0001181	BBLLADNB_03513	CEKMHFBL_04229
OG0001182	BBLLADNB_00403	CEKMHFBL_01946
OG0001183	BBLLADNB_00404	CEKMHFBL_01947
OG0001184	BBLLADNB_00405	CEKMHFBL_01948
OG0001185	BBLLADNB_00406	CEKMHFBL_01949
OG0001186	BBLLADNB_00407	CEKMHFBL_01950
OG0001188	BBLLADNB_00889	CEKMHFBL_00575
OG0001189	BBLLADNB_00888	CEKMHFBL_00576
OG0001190	BBLLADNB_00887	CEKMHFBL_00577
OG0001191	BBLLADNB_00886	CEKMHFBL_00578
OG0001192	BBLLADNB_00885	CEKMHFBL_00579
OG0001193	BBLLADNB_00883	CEKMHFBL_00581
OG0001194	BBLLADNB_00882	CEKMHFBL_00582
OG0001195	BBLLADNB_00880	CEKMHFBL_00584
OG0001196	BBLLADNB_00879	CEKMHFBL_00585
OG0001197	BBLLADNB_01698	CEKMHFBL_00999
OG0001198	BBLLADNB_02241	CEKMHFBL_02740
OG0001199	BBLLADNB_02928	CEKMHFBL_00965
OG0001200	BBLLADNB_02929	CEKMHFBL_00964
OG0001201	BBLLADNB_02930	CEKMHFBL_00963
OG0001202	BBLLADNB_02810	CEKMHFBL_02205
OG0001204	BBLLADNB_02814	CEKMHFBL_02201
OG0001205	BBLLADNB_02815	CEKMHFBL_02200
OG0001206	BBLLADNB_02816	CEKMHFBL_02199
OG0001207	BBLLADNB_02817	CEKMHFBL_02198
OG0001208	BBLLADNB_02818	CEKMHFBL_02197
OG0001209	BBLLADNB_02822	CEKMHFBL_04064
OG0001210	BBLLADNB_02823	CEKMHFBL_04063
OG0001211	BBLLADNB_01909	CEKMHFBL_04062
OG0001212	BBLLADNB_01911	CEKMHFBL_02146
OG0001213	BBLLADNB_00415	CEKMHFBL_02260
OG0001214	BBLLADNB_00414	CEKMHFBL_02261
OG0001215	BBLLADNB_02434	CEKMHFBL_02817
OG0001216	BBLLADNB_02435	CEKMHFBL_02816
OG0001217	BBLLADNB_00586	CEKMHFBL_04172
OG0001218	BBLLADNB_02436	CEKMHFBL_02815
OG0001219	BBLLADNB_02437	CEKMHFBL_02814
OG0001221	BBLLADNB_02438	CEKMHFBL_02813
OG0001222	BBLLADNB_02439	CEKMHFBL_02812
OG0001223	BBLLADNB_02440	CEKMHFBL_02811
OG0001224	BBLLADNB_02441	CEKMHFBL_02810
OG0001225	BBLLADNB_02287	CEKMHFBL_03757
OG0001226	BBLLADNB_01697	CEKMHFBL_00998
OG0001227	BBLLADNB_01696	CEKMHFBL_00997
OG0001228	BBLLADNB_01695	CEKMHFBL_00996
OG0001229	BBLLADNB_01694	CEKMHFBL_00995
OG0001230	BBLLADNB_01693	CEKMHFBL_00994
OG0001233	BBLLADNB_03902	CEKMHFBL_00971
OG0001234	BBLLADNB_03903	CEKMHFBL_00972
OG0001235	BBLLADNB_03904	CEKMHFBL_00973
OG0001236	BBLLADNB_03861	CEKMHFBL_00975
OG0001237	BBLLADNB_03862	CEKMHFBL_00976
OG0001238	BBLLADNB_03863	CEKMHFBL_00977
OG0001239	BBLLADNB_03031	CEKMHFBL_00126
OG0001240	BBLLADNB_03901	CEKMHFBL_00127
OG0001241	BBLLADNB_00055	CEKMHFBL_00089
OG0001242	BBLLADNB_00056	CEKMHFBL_00088
OG0001243	BBLLADNB_00057	CEKMHFBL_00087
OG0001244	BBLLADNB_00058	CEKMHFBL_00086
OG0001245	BBLLADNB_00373	CEKMHFBL_00082
OG0001246	BBLLADNB_00374	CEKMHFBL_00083
OG0001247	BBLLADNB_00375	CEKMHFBL_00084
OG0001248	BBLLADNB_00376	CEKMHFBL_00085
OG0001249	BBLLADNB_00830	CEKMHFBL_03609
OG0001250	BBLLADNB_01477	CEKMHFBL_02836
OG0001251	BBLLADNB_02945	CEKMHFBL_02839
OG0001252	BBLLADNB_03549	CEKMHFBL_00848
OG0001253	BBLLADNB_03550	CEKMHFBL_00849
OG0001254	BBLLADNB_01393	CEKMHFBL_01962
OG0001255	BBLLADNB_00084	CEKMHFBL_02082
OG0001256	BBLLADNB_00085	CEKMHFBL_02083
OG0001257	BBLLADNB_00086	CEKMHFBL_02084
OG0001258	BBLLADNB_00087	CEKMHFBL_02085
OG0001259	BBLLADNB_02550	CEKMHFBL_00625
OG0001260	BBLLADNB_00223	CEKMHFBL_00033, CEKMHFBL_00040
OG0001261	BBLLADNB_00752, BBLLADNB_00647	CEKMHFBL_01674
OG0001263	BBLLADNB_02727	CEKMHFBL_00645
OG0001265	BBLLADNB_02363	CEKMHFBL_00818
OG0001266	BBLLADNB_00606	CEKMHFBL_01496
OG0001267	BBLLADNB_01319	CEKMHFBL_02878
OG0001268	BBLLADNB_01318	CEKMHFBL_02877
OG0001269	BBLLADNB_03271	CEKMHFBL_02872
OG0001270	BBLLADNB_03270	CEKMHFBL_02871
OG0001271	BBLLADNB_00410	CEKMHFBL_02721
OG0001272	BBLLADNB_00411	CEKMHFBL_02719
OG0001273	BBLLADNB_00412	CEKMHFBL_02718
OG0001275	BBLLADNB_02068	CEKMHFBL_00306
OG0001276	BBLLADNB_02130	CEKMHFBL_04018
OG0001277	BBLLADNB_01185	CEKMHFBL_00348
OG0001278	BBLLADNB_01184	CEKMHFBL_00349
OG0001279	BBLLADNB_01183	CEKMHFBL_00350
OG0001280	BBLLADNB_01182	CEKMHFBL_00351
OG0001281	BBLLADNB_01387	CEKMHFBL_00356
OG0001282	BBLLADNB_01386	CEKMHFBL_00357
OG0001283	BBLLADNB_01778	CEKMHFBL_00246
OG0001284	BBLLADNB_01777	CEKMHFBL_00247
OG0001285	BBLLADNB_01776	CEKMHFBL_00248
OG0001286	BBLLADNB_01774	CEKMHFBL_00250
OG0001287	BBLLADNB_01772	CEKMHFBL_00252
OG0001288	BBLLADNB_01771	CEKMHFBL_00253
OG0001289	BBLLADNB_02219	CEKMHFBL_00254
OG0001290	BBLLADNB_03859	CEKMHFBL_00496
OG0001291	BBLLADNB_02215	CEKMHFBL_00259
OG0001292	BBLLADNB_03211	CEKMHFBL_00673
OG0001293	BBLLADNB_02111	CEKMHFBL_03403
OG0001294	BBLLADNB_02953	CEKMHFBL_02660
OG0001295	BBLLADNB_01150	CEKMHFBL_03677
OG0001296	BBLLADNB_01151	CEKMHFBL_03676
OG0001297	BBLLADNB_01152	CEKMHFBL_03675
OG0001298	BBLLADNB_01153	CEKMHFBL_03674
OG0001299	BBLLADNB_02322	CEKMHFBL_04075
OG0001300	BBLLADNB_03465	CEKMHFBL_00850
OG0001301	BBLLADNB_00825	CEKMHFBL_03542
OG0001302	BBLLADNB_02869	CEKMHFBL_01312
OG0001303	BBLLADNB_00834	CEKMHFBL_02779
OG0001304	BBLLADNB_00071	CEKMHFBL_02782
OG0001305	BBLLADNB_00070	CEKMHFBL_02783
OG0001306	BBLLADNB_00068	CEKMHFBL_02785
OG0001307	BBLLADNB_00065	CEKMHFBL_02788
OG0001308	BBLLADNB_03644	CEKMHFBL_02618
OG0001309	BBLLADNB_03170	CEKMHFBL_00983
OG0001310	BBLLADNB_03169	CEKMHFBL_00982
OG0001311	BBLLADNB_03168	CEKMHFBL_00981
OG0001312	BBLLADNB_03167	CEKMHFBL_00980
OG0001313	BBLLADNB_03294	CEKMHFBL_04109
OG0001314	BBLLADNB_02357	CEKMHFBL_04149, CEKMHFBL_00236
OG0001315	BBLLADNB_01303	CEKMHFBL_00235
OG0001316	BBLLADNB_01307	CEKMHFBL_00227
OG0001317	BBLLADNB_01308	CEKMHFBL_00226
OG0001318	BBLLADNB_01309	CEKMHFBL_00225
OG0001319	BBLLADNB_03056	CEKMHFBL_03102
OG0001320	BBLLADNB_01669	CEKMHFBL_03083
OG0001321	BBLLADNB_01310	CEKMHFBL_02940
OG0001322	BBLLADNB_03067	CEKMHFBL_00081
OG0001323	BBLLADNB_01098	CEKMHFBL_00987
OG0001324	BBLLADNB_01097	CEKMHFBL_00988
OG0001325	BBLLADNB_01096	CEKMHFBL_00989
OG0001326	BBLLADNB_00715	CEKMHFBL_01455
OG0001327	BBLLADNB_00713	CEKMHFBL_01457
OG0001328	BBLLADNB_00712	CEKMHFBL_01458
OG0001329	BBLLADNB_00711	CEKMHFBL_01459
OG0001330	BBLLADNB_00709	CEKMHFBL_02292
OG0001331	BBLLADNB_00708	CEKMHFBL_02291
OG0001332	BBLLADNB_01522	CEKMHFBL_02251
OG0001333	BBLLADNB_00429	CEKMHFBL_01527
OG0001334	BBLLADNB_00428	CEKMHFBL_01526
OG0001335	BBLLADNB_00427	CEKMHFBL_01525
OG0001336	BBLLADNB_00423	CEKMHFBL_02252
OG0001337	BBLLADNB_00422	CEKMHFBL_02253
OG0001338	BBLLADNB_00421	CEKMHFBL_02254
OG0001339	BBLLADNB_00420	CEKMHFBL_02255
OG0001340	BBLLADNB_00417	CEKMHFBL_02258
OG0001341	BBLLADNB_00416	CEKMHFBL_02259
OG0001342	BBLLADNB_01931	CEKMHFBL_01386
OG0001343	BBLLADNB_01930	CEKMHFBL_01385
OG0001344	BBLLADNB_01929	CEKMHFBL_01384
OG0001345	BBLLADNB_01928	CEKMHFBL_01383
OG0001346	BBLLADNB_01927	CEKMHFBL_01382
OG0001347	BBLLADNB_01925	CEKMHFBL_03088
OG0001348	BBLLADNB_03741	CEKMHFBL_03087
OG0001349	BBLLADNB_02260	CEKMHFBL_01794
OG0001350	BBLLADNB_02259	CEKMHFBL_01795
OG0001351	BBLLADNB_02258	CEKMHFBL_01796
OG0001352	BBLLADNB_02257	CEKMHFBL_01797
OG0001353	BBLLADNB_02249	CEKMHFBL_01805
OG0001354	BBLLADNB_00506	CEKMHFBL_01627
OG0001355	BBLLADNB_00105	CEKMHFBL_01586
OG0001356	BBLLADNB_00505	CEKMHFBL_01626
OG0001357	BBLLADNB_00504	CEKMHFBL_01625
OG0001358	BBLLADNB_00503	CEKMHFBL_01624
OG0001359	BBLLADNB_00496	CEKMHFBL_03098
OG0001360	BBLLADNB_00494	CEKMHFBL_03100
OG0001361	BBLLADNB_00492	CEKMHFBL_02224
OG0001363	BBLLADNB_02489	CEKMHFBL_00407
OG0001364	BBLLADNB_02491	CEKMHFBL_00408
OG0001365	BBLLADNB_02492	CEKMHFBL_00409
OG0001366	BBLLADNB_01492	CEKMHFBL_01889
OG0001367	BBLLADNB_01493	CEKMHFBL_01890
OG0001368	BBLLADNB_03592	CEKMHFBL_01891
OG0001369	BBLLADNB_03590	CEKMHFBL_01893
OG0001370	BBLLADNB_03589	CEKMHFBL_01894
OG0001371	BBLLADNB_03090	CEKMHFBL_01895
OG0001372	BBLLADNB_03091	CEKMHFBL_01896
OG0001373	BBLLADNB_03092	CEKMHFBL_01897
OG0001374	BBLLADNB_03094	CEKMHFBL_01899
OG0001375	BBLLADNB_03098	CEKMHFBL_01903
OG0001376	BBLLADNB_02938	CEKMHFBL_00522
OG0001378	BBLLADNB_01348	CEKMHFBL_00717
OG0001379	BBLLADNB_03349	CEKMHFBL_00730
OG0001380	BBLLADNB_03348	CEKMHFBL_00731
OG0001381	BBLLADNB_03714	CEKMHFBL_00733
OG0001382	BBLLADNB_03713	CEKMHFBL_00734
OG0001383	BBLLADNB_03712	CEKMHFBL_00735
OG0001384	BBLLADNB_03850	CEKMHFBL_00617
OG0001387	BBLLADNB_01221	CEKMHFBL_00751
OG0001388	BBLLADNB_01222	CEKMHFBL_00750
OG0001389	BBLLADNB_01224	CEKMHFBL_00748
OG0001390	BBLLADNB_01226	CEKMHFBL_00746
OG0001391	BBLLADNB_01227	CEKMHFBL_00745
OG0001392	BBLLADNB_01228	CEKMHFBL_00744
OG0001393	BBLLADNB_01229	CEKMHFBL_00743
OG0001394	BBLLADNB_01230	CEKMHFBL_00742
OG0001395	BBLLADNB_01231	CEKMHFBL_00741
OG0001396	BBLLADNB_03785	CEKMHFBL_01291
OG0001397	BBLLADNB_03784	CEKMHFBL_01292
OG0001398	BBLLADNB_03631	CEKMHFBL_01294
OG0001399	BBLLADNB_03630	CEKMHFBL_01295
OG0001401	BBLLADNB_00025	CEKMHFBL_00161
OG0001402	BBLLADNB_00027	CEKMHFBL_00159
OG0001403	BBLLADNB_00033	CEKMHFBL_00389
OG0001404	BBLLADNB_00034	CEKMHFBL_00154
OG0001405	BBLLADNB_00035	CEKMHFBL_00153
OG0001406	BBLLADNB_00036	CEKMHFBL_00152
OG0001407	BBLLADNB_00037	CEKMHFBL_00151
OG0001408	BBLLADNB_00038	CEKMHFBL_00150
OG0001409	BBLLADNB_00039	CEKMHFBL_00149
OG0001410	BBLLADNB_00040	CEKMHFBL_00148
OG0001411	BBLLADNB_00041	CEKMHFBL_00147
OG0001412	BBLLADNB_00042	CEKMHFBL_00146
OG0001413	BBLLADNB_00043	CEKMHFBL_00145
OG0001414	BBLLADNB_00044	CEKMHFBL_00144
OG0001415	BBLLADNB_00045	CEKMHFBL_00143
OG0001416	BBLLADNB_00046	CEKMHFBL_00142
OG0001417	BBLLADNB_00525	CEKMHFBL_00697
OG0001418	BBLLADNB_00526	CEKMHFBL_00698
OG0001419	BBLLADNB_00529	CEKMHFBL_01982, CEKMHFBL_00700
OG0001420	BBLLADNB_00532	CEKMHFBL_01991
OG0001421	BBLLADNB_00533	CEKMHFBL_01990
OG0001422	BBLLADNB_00534	CEKMHFBL_01989
OG0001423	BBLLADNB_00535	CEKMHFBL_01988
OG0001424	BBLLADNB_00536	CEKMHFBL_01035
OG0001425	BBLLADNB_00537	CEKMHFBL_01036
OG0001426	BBLLADNB_00538	CEKMHFBL_01037
OG0001427	BBLLADNB_00539	CEKMHFBL_01038
OG0001428	BBLLADNB_00938	CEKMHFBL_00114
OG0001429	BBLLADNB_00939	CEKMHFBL_00115
OG0001430	BBLLADNB_00940	CEKMHFBL_00116
OG0001431	BBLLADNB_00944	CEKMHFBL_00117
OG0001432	BBLLADNB_00946	CEKMHFBL_00119
OG0001433	BBLLADNB_00948	CEKMHFBL_00121
OG0001434	BBLLADNB_00951	CEKMHFBL_00124
OG0001435	BBLLADNB_03246	CEKMHFBL_00125
OG0001436	BBLLADNB_01158	CEKMHFBL_01939
OG0001437	BBLLADNB_02273	CEKMHFBL_02770
OG0001438	BBLLADNB_02271	CEKMHFBL_02768
OG0001439	BBLLADNB_02270	CEKMHFBL_02767
OG0001440	BBLLADNB_02269	CEKMHFBL_02766
OG0001441	BBLLADNB_02268	CEKMHFBL_02765
OG0001442	BBLLADNB_02267	CEKMHFBL_02764
OG0001443	BBLLADNB_02266	CEKMHFBL_02763
OG0001444	BBLLADNB_02265	CEKMHFBL_02762
OG0001445	BBLLADNB_02264	CEKMHFBL_02761
OG0001446	BBLLADNB_02263	CEKMHFBL_02760
OG0001447	BBLLADNB_02262	CEKMHFBL_02759
OG0001448	BBLLADNB_01424	CEKMHFBL_02757
OG0001449	BBLLADNB_01425	CEKMHFBL_02756
OG0001450	BBLLADNB_01426	CEKMHFBL_02755
OG0001451	BBLLADNB_01427	CEKMHFBL_02754
OG0001452	BBLLADNB_01639	CEKMHFBL_02414
OG0001453	BBLLADNB_01640	CEKMHFBL_02415
OG0001454	BBLLADNB_01641	CEKMHFBL_02416
OG0001455	BBLLADNB_01643	CEKMHFBL_02418
OG0001456	BBLLADNB_01645	CEKMHFBL_02420
OG0001457	BBLLADNB_01142	CEKMHFBL_01943
OG0001458	BBLLADNB_01871	CEKMHFBL_02621
OG0001459	BBLLADNB_01713	CEKMHFBL_02620
OG0001460	BBLLADNB_02862	CEKMHFBL_03730
OG0001461	BBLLADNB_03265	CEKMHFBL_03731
OG0001462	BBLLADNB_00736	CEKMHFBL_01434
OG0001463	BBLLADNB_00737	CEKMHFBL_01433
OG0001464	BBLLADNB_02632	CEKMHFBL_00053
OG0001465	BBLLADNB_02633	CEKMHFBL_00054
OG0001466	BBLLADNB_02636	CEKMHFBL_00057
OG0001467	BBLLADNB_02637	CEKMHFBL_00058
OG0001468	BBLLADNB_02638	CEKMHFBL_00059
OG0001469	BBLLADNB_03680	CEKMHFBL_00060
OG0001470	BBLLADNB_03681	CEKMHFBL_00061
OG0001471	BBLLADNB_03682	CEKMHFBL_00062
OG0001472	BBLLADNB_01263	CEKMHFBL_00065
OG0001473	BBLLADNB_01262	CEKMHFBL_00066
OG0001474	BBLLADNB_01261	CEKMHFBL_00067
OG0001475	BBLLADNB_01260	CEKMHFBL_00068
OG0001476	BBLLADNB_01259	CEKMHFBL_00069
OG0001477	BBLLADNB_01258	CEKMHFBL_00070
OG0001478	BBLLADNB_01257	CEKMHFBL_00071
OG0001479	BBLLADNB_01256	CEKMHFBL_00072
OG0001480	BBLLADNB_01255	CEKMHFBL_00073
OG0001481	BBLLADNB_01254	CEKMHFBL_00074
OG0001482	BBLLADNB_01253	CEKMHFBL_00075
OG0001483	BBLLADNB_01252	CEKMHFBL_00076
