Orthogroup	Duplications (all)	Duplications (50% support)
OG0002792	1	1
OG0002793	2	2
OG0002794	1	1
OG0002795	0	0
OG0002796	1	1
OG0002797	1	1
OG0002798	2	2
OG0002799	2	2
OG0002800	1	1
OG0002801	0	0
OG0002802	0	0
OG0002803	1	1
OG0002804	1	1
OG0002805	1	1
OG0002806	1	1
OG0002807	1	1
OG0002808	1	1
OG0002809	1	1
OG0002810	0	0
OG0002811	1	1
OG0002812	0	0
OG0002813	0	0
OG0002814	2	2
OG0002815	1	1
OG0002816	1	0
OG0002817	0	0
OG0002818	1	0
OG0002819	1	1
OG0002820	1	1
OG0002821	1	0
OG0002822	1	1
OG0002823	1	1
OG0002824	2	2
OG0002825	0	0
OG0002826	1	1
OG0002827	1	1
OG0002828	1	1
OG0002829	0	0
OG0002830	0	0
OG0002831	0	0
OG0002832	0	0
OG0002833	2	2
OG0002834	3	3
OG0002835	3	3
OG0002836	5	5
OG0002837	2	1
OG0002838	2	2
OG0002839	5	5
OG0002840	1	0
OG0002841	2	2
OG0002842	0	0
OG0002843	4	4
OG0002844	5	5
OG0002845	5	5
OG0002846	5	5
OG0002847	5	5
OG0002848	4	4
OG0002849	2	1
OG0002850	1	1
OG0002851	0	0
OG0002852	1	1
OG0002853	1	1
OG0002854	0	0
OG0002855	0	0
OG0002856	0	0
OG0002857	0	0
OG0002858	1	1
OG0002859	3	3
OG0002860	0	0
OG0002861	0	0
OG0002862	3	3
OG0002863	0	0
OG0002864	0	0
OG0002865	0	0
OG0002866	0	0
OG0002867	0	0
OG0002868	0	0
OG0002869	1	1
OG0002870	0	0
OG0002871	0	0
OG0002872	0	0
OG0002873	0	0
OG0002874	1	1
OG0002875	1	0
OG0002876	1	1
OG0002877	0	0
OG0002878	0	0
OG0002879	0	0
OG0002880	0	0
OG0002881	0	0
OG0002882	3	3
OG0002883	0	0
OG0002884	0	0
OG0002885	0	0
OG0002886	1	1
OG0002887	0	0
OG0002888	0	0
OG0002889	0	0
OG0002890	1	1
OG0002891	1	1
OG0002892	0	0
OG0002893	0	0
OG0002894	1	1
OG0002895	0	0
OG0002896	0	0
OG0002897	0	0
OG0002898	0	0
OG0002899	0	0
OG0002900	0	0
OG0002901	0	0
OG0002902	0	0
OG0002903	0	0
OG0002904	0	0
OG0002905	0	0
OG0002906	0	0
OG0002907	0	0
OG0002908	0	0
OG0002909	0	0
OG0002910	0	0
OG0002911	0	0
OG0002912	0	0
OG0002913	0	0
OG0002914	0	0
OG0002915	0	0
OG0002916	0	0
OG0002917	0	0
OG0002918	0	0
OG0002919	0	0
OG0002920	0	0
OG0002921	0	0
OG0002922	0	0
OG0002923	0	0
OG0002924	0	0
OG0002925	0	0
OG0002926	0	0
OG0002927	1	1
OG0002928	0	0
OG0002929	0	0
OG0002930	0	0
OG0002931	0	0
OG0002932	0	0
OG0002933	0	0
OG0002934	0	0
OG0002935	0	0
OG0002936	2	2
OG0002937	1	1
OG0002938	0	0
OG0002939	0	0
OG0002940	2	2
OG0002941	2	2
OG0002942	0	0
OG0002943	0	0
OG0002944	1	1
OG0002945	2	2
OG0002946	0	0
OG0002947	0	0
OG0002948	0	0
OG0002949	0	0
OG0002950	0	0
OG0002951	0	0
OG0002952	0	0
OG0002953	1	1
OG0002954	0	0
OG0002955	0	0
OG0002956	0	0
OG0002957	1	1
OG0002958	1	1
OG0002959	1	1
OG0002960	1	1
OG0002961	1	1
OG0002962	0	0
OG0002963	0	0
OG0002964	0	0
OG0002965	0	0
OG0002966	0	0
OG0002967	0	0
OG0002968	0	0
OG0002969	0	0
OG0002970	0	0
OG0002971	0	0
OG0002972	0	0
OG0002973	0	0
OG0002974	0	0
OG0002975	1	1
OG0002976	0	0
OG0002977	1	1
OG0002978	1	1
OG0002979	1	1
OG0002980	2	2
OG0002981	1	1
OG0002982	2	2
OG0002983	1	1
OG0002984	0	0
OG0002985	0	0
OG0002986	1	1
OG0002987	0	0
OG0002988	0	0
OG0002989	0	0
OG0002990	0	0
OG0002991	0	0
OG0002992	0	0
OG0002993	0	0
OG0002994	0	0
OG0002995	0	0
OG0002996	0	0
OG0002997	0	0
OG0002998	0	0
OG0002999	0	0
OG0003000	0	0
OG0003001	2	2
OG0003002	2	2
OG0003003	1	1
OG0003004	0	0
OG0003005	1	1
OG0003006	1	1
OG0003007	0	0
OG0003008	0	0
OG0003009	0	0
OG0003010	0	0
OG0003011	1	1
OG0003012	0	0
OG0003013	1	1
OG0003014	2	2
OG0003015	0	0
OG0003016	1	1
OG0003017	0	0
OG0003018	0	0
OG0003019	0	0
OG0003020	0	0
OG0003021	0	0
OG0003022	2	2
OG0003023	1	1
OG0003024	1	1
OG0003025	0	0
OG0003026	0	0
OG0003027	0	0
OG0003028	0	0
OG0003029	0	0
OG0003030	0	0
OG0003031	0	0
OG0003032	0	0
OG0003033	0	0
OG0003034	0	0
OG0003035	0	0
OG0003036	0	0
OG0003037	0	0
OG0003038	0	0
OG0003039	0	0
OG0003040	0	0
OG0003041	0	0
OG0003042	0	0
OG0003043	0	0
OG0003044	0	0
OG0003045	0	0
OG0003046	0	0
OG0003047	2	2
OG0003048	1	0
OG0003049	1	1
OG0003050	0	0
OG0003051	0	0
OG0003052	1	1
OG0003053	0	0
OG0003054	0	0
OG0003055	0	0
OG0003056	0	0
OG0003057	2	2
OG0003058	0	0
OG0003059	0	0
OG0003060	0	0
OG0003061	1	1
OG0003062	0	0
OG0003063	0	0
OG0003064	0	0
OG0003065	0	0
OG0003066	0	0
OG0003067	1	1
OG0003068	2	2
OG0003069	0	0
OG0003070	0	0
OG0003071	0	0
OG0003072	0	0
OG0003073	0	0
OG0003074	0	0
OG0003075	0	0
OG0003076	0	0
OG0003077	2	2
OG0003078	0	0
OG0003079	0	0
OG0003080	1	1
OG0003081	1	1
OG0003082	1	1
OG0003083	1	1
OG0003084	0	0
OG0003085	0	0
OG0003086	0	0
OG0003087	1	1
OG0003088	0	0
OG0003089	1	1
OG0003090	0	0
OG0003091	3	3
OG0003092	0	0
OG0003093	1	1
OG0003094	0	0
OG0003095	1	1
OG0003096	1	1
OG0003097	1	1
OG0003098	2	2
OG0003099	1	1
OG0003100	1	0
OG0003101	0	0
OG0003102	2	2
OG0003103	1	1
OG0003104	1	1
OG0003105	1	1
OG0003106	1	1
OG0003107	0	0
OG0003108	1	1
OG0003109	0	0
OG0003110	0	0
OG0003111	0	0
OG0003112	1	1
OG0003113	0	0
OG0003114	1	1
OG0003115	1	1
OG0003116	0	0
OG0003117	0	0
OG0003118	0	0
OG0003119	0	0
OG0003120	0	0
OG0003121	0	0
OG0003122	1	1
OG0003123	2	2
OG0003124	1	1
OG0003125	1	1
OG0003126	2	2
OG0003127	0	0
OG0003128	0	0
OG0003129	0	0
OG0003130	0	0
OG0003131	0	0
OG0003132	0	0
OG0003133	1	1
OG0003134	0	0
OG0003135	0	0
OG0003136	1	1
OG0003137	1	1
OG0003138	0	0
OG0003139	0	0
OG0003140	2	2
OG0003141	2	2
OG0003142	1	1
OG0003143	1	1
OG0003144	1	1
OG0003145	1	1
OG0003146	1	1
OG0003147	1	1
OG0003148	0	0
OG0003149	0	0
OG0003150	0	0
OG0003151	0	0
OG0003152	0	0
OG0003153	1	1
OG0003154	1	1
OG0003155	1	1
OG0003156	1	1
OG0003157	0	0
OG0003158	0	0
OG0003159	1	1
OG0003160	0	0
OG0003161	0	0
OG0003162	0	0
OG0003163	0	0
OG0003164	1	1
OG0003165	0	0
OG0003166	0	0
OG0003167	0	0
OG0003168	0	0
OG0003169	0	0
OG0003170	0	0
OG0003171	1	1
OG0003172	1	1
OG0003173	0	0
OG0003174	1	1
OG0003175	0	0
OG0003176	0	0
OG0003177	0	0
OG0003178	1	1
OG0003179	1	1
OG0003180	0	0
OG0003181	0	0
OG0003182	0	0
OG0003183	0	0
OG0003184	1	1
OG0003185	0	0
OG0003186	1	1
OG0003187	0	0
OG0003188	1	1
OG0003189	0	0
OG0003190	1	1
OG0003191	2	2
OG0003192	1	1
OG0003193	2	2
OG0003194	1	1
OG0003195	1	1
OG0003196	2	2
OG0003197	1	1
OG0003198	2	1
OG0003199	4	4
OG0003200	2	2
OG0003201	1	1
OG0003202	1	1
OG0003203	1	1
OG0003204	2	2
OG0003205	3	3
OG0003206	1	1
OG0003207	0	0
OG0003208	3	3
OG0003209	2	2
OG0003210	2	2
OG0003211	2	2
OG0003212	2	2
OG0003213	3	3
OG0003214	3	3
OG0003215	2	2
OG0003216	4	4
OG0003217	4	4
OG0003218	4	4
OG0003219	4	4
OG0003220	4	4
OG0003221	4	4
OG0003222	1	1
OG0003223	3	3
OG0003224	4	4
OG0003225	0	0
OG0003226	0	0
OG0003227	0	0
OG0003228	0	0
OG0003229	0	0
OG0003230	1	1
OG0003231	1	1
OG0003232	1	1
OG0003233	0	0
OG0003234	0	0
OG0003235	1	1
OG0003236	0	0
OG0003237	2	2
OG0003238	1	1
OG0003239	1	1
OG0003240	1	1
OG0003241	1	1
OG0003242	1	1
OG0003243	2	2
OG0003244	0	0
OG0003245	0	0
OG0003246	0	0
OG0003247	0	0
OG0003248	0	0
OG0003249	0	0
OG0003250	0	0
OG0003251	0	0
OG0003252	0	0
OG0003253	0	0
OG0003254	0	0
OG0003255	0	0
OG0003256	1	1
OG0003257	1	1
OG0003258	0	0
OG0003259	1	1
OG0003260	0	0
OG0003261	0	0
OG0003262	1	1
OG0003263	0	0
OG0003264	0	0
OG0003265	1	1
OG0003266	1	1
OG0003267	0	0
OG0003268	0	0
OG0003269	0	0
OG0003270	0	0
OG0003271	0	0
OG0003272	0	0
OG0003273	1	1
OG0003274	0	0
OG0003275	0	0
OG0003276	0	0
OG0003277	0	0
OG0003278	0	0
OG0003279	1	1
OG0003280	0	0
OG0003281	0	0
OG0003282	0	0
OG0003283	0	0
OG0003284	1	1
OG0003285	0	0
OG0003286	1	1
OG0003287	0	0
OG0003288	0	0
OG0003289	0	0
OG0003290	0	0
OG0003291	0	0
OG0003292	0	0
OG0003293	2	2
OG0003294	0	0
OG0003295	0	0
OG0003296	0	0
OG0003297	1	1
OG0003298	2	2
OG0003299	0	0
OG0003300	0	0
OG0003301	2	2
OG0003302	0	0
OG0003303	1	1
OG0003304	2	2
OG0003305	0	0
OG0003306	0	0
OG0003307	0	0
OG0003308	0	0
OG0003309	0	0
OG0003310	0	0
OG0003311	0	0
OG0003312	1	1
OG0003313	1	1
OG0003314	1	1
OG0003315	0	0
OG0003316	0	0
OG0003317	0	0
OG0003318	0	0
OG0003319	2	2
OG0003320	0	0
OG0003321	0	0
OG0003322	0	0
OG0003323	0	0
OG0003324	0	0
OG0003325	1	1
OG0003326	0	0
OG0003327	0	0
OG0003328	1	1
OG0003329	1	1
OG0003330	1	1
OG0003331	0	0
OG0003332	0	0
OG0003333	1	1
OG0003334	0	0
OG0003335	0	0
OG0003336	0	0
OG0003337	0	0
OG0003338	0	0
OG0003339	0	0
OG0003340	0	0
OG0003341	0	0
OG0003342	0	0
OG0003343	0	0
OG0003344	0	0
OG0003345	0	0
OG0003346	0	0
OG0003347	0	0
OG0003348	1	1
OG0003349	0	0
OG0003350	0	0
OG0003351	1	1
OG0003352	1	1
OG0003353	0	0
OG0003354	0	0
OG0003355	1	1
OG0003356	1	1
OG0003357	0	0
OG0003358	0	0
OG0003359	0	0
OG0003360	0	0
OG0003361	0	0
OG0003362	0	0
OG0003363	0	0
OG0003364	0	0
OG0003365	0	0
OG0003366	0	0
OG0003367	0	0
OG0003368	0	0
OG0003369	1	1
OG0003370	0	0
OG0003371	1	1
OG0003372	0	0
OG0003373	1	1
OG0003374	2	2
OG0003375	1	1
OG0003376	0	0
OG0003377	1	1
OG0003378	0	0
OG0003379	0	0
OG0003380	0	0
OG0003381	1	1
OG0003382	1	1
OG0003383	0	0
OG0003384	1	1
OG0003385	0	0
OG0003386	1	1
OG0003387	0	0
OG0003388	0	0
OG0003389	0	0
OG0003390	0	0
OG0003391	0	0
OG0003392	0	0
OG0003393	0	0
OG0003394	1	1
OG0003395	1	1
OG0003396	0	0
OG0003397	0	0
OG0003398	0	0
OG0003399	1	1
OG0003400	0	0
OG0003401	0	0
OG0003402	0	0
OG0003403	0	0
OG0003404	0	0
OG0003405	0	0
OG0003406	0	0
OG0003407	0	0
OG0003408	0	0
OG0003409	0	0
OG0003410	0	0
OG0003411	0	0
OG0003412	0	0
OG0003413	0	0
OG0003414	1	1
OG0003415	1	1
OG0003416	1	1
OG0003417	1	1
OG0003418	0	0
OG0003419	0	0
OG0003420	0	0
OG0003421	0	0
OG0003422	1	1
OG0003423	0	0
OG0003424	0	0
OG0003425	0	0
OG0003426	0	0
OG0003427	0	0
OG0003428	0	0
OG0003429	0	0
OG0003430	0	0
OG0003431	0	0
OG0003432	0	0
OG0003433	1	1
OG0003434	0	0
OG0003435	1	1
OG0003436	1	1
OG0003437	0	0
OG0003438	0	0
OG0003439	0	0
OG0003440	0	0
OG0003441	0	0
OG0003442	0	0
OG0003443	0	0
OG0003444	0	0
OG0003445	0	0
OG0003446	0	0
OG0003447	1	1
OG0003448	1	1
OG0003449	0	0
OG0003450	0	0
OG0003451	2	2
OG0003452	0	0
OG0003453	0	0
OG0003454	0	0
OG0003455	1	1
OG0003456	1	1
OG0003457	1	1
OG0003458	0	0
OG0003459	0	0
OG0003460	0	0
OG0003461	0	0
OG0003462	0	0
OG0003463	0	0
OG0003464	1	1
OG0003465	1	1
OG0003466	1	1
OG0003467	1	1
OG0003468	0	0
OG0003469	0	0
OG0003470	0	0
OG0003471	0	0
OG0003472	0	0
OG0003473	0	0
OG0003474	0	0
OG0003475	1	1
OG0003476	0	0
OG0003477	0	0
OG0003478	0	0
OG0003479	0	0
OG0003480	1	1
OG0003481	1	1
OG0003482	0	0
OG0003483	0	0
OG0003484	0	0
OG0003485	0	0
OG0003486	0	0
OG0003487	1	1
OG0003488	0	0
OG0003489	0	0
OG0003490	0	0
OG0003491	0	0
OG0003492	1	1
OG0003493	0	0
OG0003494	0	0
OG0003495	0	0
OG0003496	0	0
OG0003497	0	0
OG0003498	1	1
OG0003499	0	0
OG0003500	0	0
OG0003501	0	0
OG0003502	0	0
OG0003503	0	0
OG0003504	0	0
OG0003505	1	1
OG0003506	1	1
OG0003507	1	1
OG0003508	1	1
OG0003509	1	1
OG0003510	0	0
OG0003511	0	0
OG0003512	0	0
OG0003513	0	0
OG0003514	1	1
OG0003515	1	1
OG0003516	0	0
OG0003517	1	1
OG0003518	0	0
OG0003519	0	0
OG0003520	0	0
OG0003521	0	0
OG0003522	0	0
OG0003523	0	0
OG0003524	0	0
OG0003525	0	0
OG0003526	0	0
OG0003527	0	0
OG0003528	0	0
OG0003529	0	0
OG0003530	0	0
OG0003531	1	1
OG0003532	0	0
OG0003533	0	0
OG0003534	0	0
OG0003535	0	0
OG0003536	2	2
OG0003537	0	0
OG0003538	0	0
OG0003539	0	0
OG0003540	0	0
OG0003541	0	0
OG0003542	0	0
OG0003543	1	1
OG0003544	0	0
OG0003545	0	0
OG0003546	0	0
OG0003547	0	0
OG0003548	0	0
OG0003549	0	0
OG0003550	0	0
OG0003551	1	1
OG0003552	0	0
OG0003553	0	0
OG0003554	0	0
OG0003555	1	1
OG0003556	0	0
OG0003557	0	0
OG0003558	0	0
OG0003559	0	0
OG0003560	0	0
OG0003561	0	0
OG0003562	0	0
OG0003563	0	0
OG0003564	0	0
OG0003565	0	0
OG0003566	0	0
OG0003567	0	0
OG0003568	0	0
OG0003569	0	0
OG0003570	0	0
OG0003571	0	0
OG0003572	0	0
OG0003573	0	0
OG0003574	0	0
OG0003575	0	0
OG0003576	0	0
OG0003577	1	1
OG0003578	0	0
OG0003579	0	0
OG0003580	0	0
OG0003581	0	0
OG0003582	0	0
OG0003583	1	1
OG0003584	1	1
OG0003585	0	0
OG0003586	0	0
OG0003587	0	0
OG0003588	1	1
OG0003589	0	0
OG0003590	1	1
OG0003591	0	0
OG0003592	1	1
OG0003593	0	0
OG0003594	0	0
OG0003595	0	0
OG0003596	0	0
OG0003597	0	0
OG0003598	0	0
OG0003599	0	0
OG0003600	0	0
OG0003601	0	0
OG0003602	0	0
OG0003603	1	1
OG0003604	0	0
OG0003605	1	1
OG0003606	0	0
OG0003607	0	0
OG0003608	0	0
OG0003609	1	1
OG0003610	0	0
OG0003611	0	0
OG0003612	0	0
OG0003613	0	0
OG0003614	0	0
OG0003615	0	0
OG0003616	0	0
OG0003617	0	0
OG0003618	0	0
OG0003619	0	0
OG0003620	0	0
OG0003621	0	0
OG0003622	0	0
OG0003623	0	0
OG0003624	0	0
OG0003625	0	0
OG0003626	0	0
OG0003627	0	0
OG0003628	0	0
OG0003629	0	0
OG0003630	1	1
OG0003631	0	0
OG0003632	3	3
OG0003633	3	3
OG0003634	1	1
OG0003635	1	1
OG0003636	0	0
OG0003637	0	0
OG0003638	2	2
OG0003639	3	3
OG0003640	1	1
OG0003641	2	2
OG0003642	2	2
OG0003643	0	0
OG0003644	2	2
OG0003645	2	2
OG0003646	0	0
OG0003647	1	1
OG0003648	0	0
OG0003649	2	2
OG0003650	1	1
OG0003651	2	2
OG0003652	0	0
OG0003653	2	2
OG0003654	1	1
OG0003655	0	0
OG0003656	0	0
OG0003657	0	0
OG0003658	1	1
OG0003659	1	1
OG0003660	2	2
OG0003661	1	1
OG0003662	2	2
OG0003663	3	3
OG0003664	2	2
OG0003665	0	0
OG0003666	1	1
OG0003667	1	1
OG0003668	1	1
OG0003669	1	1
OG0003670	1	1
OG0003671	3	3
OG0003672	3	3
OG0003673	3	3
OG0003674	3	3
OG0003675	3	3
OG0003676	3	3
OG0003677	3	3
OG0003678	1	1
OG0003679	1	1
OG0003680	1	1
OG0003681	3	3
OG0003682	1	1
OG0003683	2	2
OG0003684	3	3
OG0003685	2	2
OG0003686	2	2
OG0003687	1	1
OG0003688	1	1
OG0003689	2	2
OG0003690	2	2
OG0003691	1	1
OG0003692	1	1
OG0003693	3	3
