Orthogroup	2506520024	2687453699	2767802316	2767802455	644736333	GCA_000310125.2	GCA_003332265.1	Reactor4-bin.4	spades-bin.32
OG0001327	2506671891	PEBOPBNB_00653	GNJGOIBN_00534	NHBDKAOG_03413	MCBBHCNB_00815	lcl|AMXB01000013.1_prot_ENO81209.1_1747	BFLDHLJO_01427	CEKMHFBL_01457	BBLLADNB_00713
OG0001328	2506671892	PEBOPBNB_00652	GNJGOIBN_00533	NHBDKAOG_03414	MCBBHCNB_00814	lcl|AMXB01000013.1_prot_ENO81210.1_1748	BFLDHLJO_01426	CEKMHFBL_01458	BBLLADNB_00712
OG0001329	2506671893	PEBOPBNB_00651	GNJGOIBN_00532	NHBDKAOG_03415	MCBBHCNB_00813	lcl|AMXB01000013.1_prot_ENO81211.1_1749	BFLDHLJO_01425	CEKMHFBL_01459	BBLLADNB_00711
OG0001330	2506671897	PEBOPBNB_00649	GNJGOIBN_00530	NHBDKAOG_03805	MCBBHCNB_00811	lcl|AMXB01000013.1_prot_ENO81214.1_1752	BFLDHLJO_01423	CEKMHFBL_02292	BBLLADNB_00709
OG0001331	2506671898	PEBOPBNB_00648	GNJGOIBN_00529	NHBDKAOG_03806	MCBBHCNB_00810	lcl|AMXB01000013.1_prot_ENO81213.1_1751	BFLDHLJO_01422	CEKMHFBL_02291	BBLLADNB_00708
OG0001332	2506671899	PEBOPBNB_00915	GNJGOIBN_00295	NHBDKAOG_03881	MCBBHCNB_00564	lcl|AMXB01000013.1_prot_ENO81215.1_1753	BFLDHLJO_03797	CEKMHFBL_02251	BBLLADNB_01522
OG0001333	2506671914	PEBOPBNB_00702	GNJGOIBN_00262	NHBDKAOG_01677	MCBBHCNB_00532	lcl|AMXB01000013.1_prot_ENO81230.1_1768	BFLDHLJO_03128	CEKMHFBL_01527	BBLLADNB_00429
OG0001334	2506671915	PEBOPBNB_00703	GNJGOIBN_00263	NHBDKAOG_01678	MCBBHCNB_00533	lcl|AMXB01000002.1_prot_ENO82918.1_178	BFLDHLJO_03129	CEKMHFBL_01526	BBLLADNB_00428
OG0001335	2506671916	PEBOPBNB_00704	GNJGOIBN_00264	NHBDKAOG_01679	MCBBHCNB_00534	lcl|AMXB01000013.1_prot_ENO81231.1_1769	BFLDHLJO_03130	CEKMHFBL_01525	BBLLADNB_00427
OG0001336	2506671919	PEBOPBNB_00766	GNJGOIBN_00294	NHBDKAOG_03879	MCBBHCNB_00563	lcl|AMXB01000002.1_prot_ENO83051.1_311	BFLDHLJO_03134	CEKMHFBL_02252	BBLLADNB_00423
OG0001337	2506671920	PEBOPBNB_00767	GNJGOIBN_00293	NHBDKAOG_03878	MCBBHCNB_00562	lcl|AMXB01000013.1_prot_ENO81236.1_1774	BFLDHLJO_03135	CEKMHFBL_02253	BBLLADNB_00422
OG0001338	2506671921	PEBOPBNB_00768	GNJGOIBN_00292	NHBDKAOG_03877	MCBBHCNB_00561	lcl|AMXB01000013.1_prot_ENO81235.1_1773	BFLDHLJO_03136	CEKMHFBL_02254	BBLLADNB_00421
OG0001339	2506671922	PEBOPBNB_00769	GNJGOIBN_00291	NHBDKAOG_03876	MCBBHCNB_00560	lcl|AMXB01000013.1_prot_ENO81234.1_1772	BFLDHLJO_03137	CEKMHFBL_02255	BBLLADNB_00420
OG0001340	2506671924	PEBOPBNB_00772	GNJGOIBN_00288	NHBDKAOG_03085	MCBBHCNB_00557	lcl|AMXB01000013.1_prot_ENO81232.1_1770	BFLDHLJO_03140	CEKMHFBL_02258	BBLLADNB_00417
OG0001341	2506671925	PEBOPBNB_00773	GNJGOIBN_00287	NHBDKAOG_03086	MCBBHCNB_00556	lcl|AMXB01000034.1_prot_ENO77058.1_3293	BFLDHLJO_03141	CEKMHFBL_02259	BBLLADNB_00416
OG0001342	2506671928	PEBOPBNB_00993	GNJGOIBN_04163	NHBDKAOG_00556	MCBBHCNB_04451	lcl|AMXB01000034.1_prot_ENO77055.1_3290	BFLDHLJO_01918	CEKMHFBL_01386	BBLLADNB_01931
OG0001343	2506671929	PEBOPBNB_00994	GNJGOIBN_04164	NHBDKAOG_00555	MCBBHCNB_04452	lcl|AMXB01000034.1_prot_ENO77054.1_3289	BFLDHLJO_01919	CEKMHFBL_01385	BBLLADNB_01930
OG0001344	2506671930	PEBOPBNB_00995	GNJGOIBN_04165	NHBDKAOG_00554	MCBBHCNB_04453	lcl|AMXB01000034.1_prot_ENO77052.1_3287	BFLDHLJO_01920	CEKMHFBL_01384	BBLLADNB_01929
OG0001345	2506671931	PEBOPBNB_00996	GNJGOIBN_04166	NHBDKAOG_00553	MCBBHCNB_04454	lcl|AMXB01000034.1_prot_ENO77051.1_3286	BFLDHLJO_01921	CEKMHFBL_01383	BBLLADNB_01928
OG0001346	2506671932	PEBOPBNB_00997	GNJGOIBN_04167	NHBDKAOG_00552	MCBBHCNB_04455	lcl|AMXB01000034.1_prot_ENO77050.1_3285	BFLDHLJO_01922	CEKMHFBL_01382	BBLLADNB_01927
OG0001347	2506671934	PEBOPBNB_00999	GNJGOIBN_04169	NHBDKAOG_00539	MCBBHCNB_04457	lcl|AMXB01000034.1_prot_ENO77048.1_3283	BFLDHLJO_01924	CEKMHFBL_03088	BBLLADNB_01925
OG0001348	2506671935	PEBOPBNB_01000	GNJGOIBN_04170	NHBDKAOG_00538	MCBBHCNB_04458	lcl|AMXB01000034.1_prot_ENO77047.1_3282	BFLDHLJO_01925	CEKMHFBL_03087	BBLLADNB_03741
OG0001349	2506671936	PEBOPBNB_03308	GNJGOIBN_03007	NHBDKAOG_00632	MCBBHCNB_03291	lcl|AMXB01000034.1_prot_ENO77045.1_3280	BFLDHLJO_02795	CEKMHFBL_01794	BBLLADNB_02260
OG0001350	2506671937	PEBOPBNB_03309	GNJGOIBN_03008	NHBDKAOG_00631	MCBBHCNB_03292	lcl|AMXB01000034.1_prot_ENO77044.1_3279	BFLDHLJO_02796	CEKMHFBL_01795	BBLLADNB_02259
OG0001351	2506671938	PEBOPBNB_03310	GNJGOIBN_03009	NHBDKAOG_00630	MCBBHCNB_03293	lcl|AMXB01000010.1_prot_ENO81685.1_1453	BFLDHLJO_02797	CEKMHFBL_01796	BBLLADNB_02258
OG0001352	2506671939	PEBOPBNB_03311	GNJGOIBN_03010	NHBDKAOG_00629	MCBBHCNB_03294	lcl|AMXB01000010.1_prot_ENO81684.1_1452	BFLDHLJO_02798	CEKMHFBL_01797	BBLLADNB_02257
OG0001353	2506671949	PEBOPBNB_03319	GNJGOIBN_03037	NHBDKAOG_02692	MCBBHCNB_03311	lcl|AMXB01000010.1_prot_ENO81676.1_1444	BFLDHLJO_02807	CEKMHFBL_01805	BBLLADNB_02249
OG0001354	2506671956	PEBOPBNB_00179	GNJGOIBN_01044	NHBDKAOG_02407	MCBBHCNB_01322	lcl|AMXB01000007.1_prot_ENO82172.1_1091	BFLDHLJO_03541	CEKMHFBL_01627	BBLLADNB_00506
OG0001355	2506671957	PEBOPBNB_02034	GNJGOIBN_01969, GNJGOIBN_02551	NHBDKAOG_01774	MCBBHCNB_02282		BFLDHLJO_00951	CEKMHFBL_01586	BBLLADNB_00105
OG0001356	2506671961	PEBOPBNB_00180	GNJGOIBN_01043	NHBDKAOG_02408	MCBBHCNB_01321	lcl|AMXB01000007.1_prot_ENO82173.1_1092	BFLDHLJO_03540	CEKMHFBL_01626	BBLLADNB_00505
OG0001357	2506671962	PEBOPBNB_00181	GNJGOIBN_01042	NHBDKAOG_02409	MCBBHCNB_01320	lcl|AMXB01000001.1_prot_ENO83143.1_16	BFLDHLJO_03539	CEKMHFBL_01625	BBLLADNB_00504
OG0001358	2506671963	PEBOPBNB_00182	GNJGOIBN_01041	NHBDKAOG_02410	MCBBHCNB_01319	lcl|AMXB01000007.1_prot_ENO82174.1_1093	BFLDHLJO_03538	CEKMHFBL_01624	BBLLADNB_00503
OG0001359	2506671965	PEBOPBNB_00190	GNJGOIBN_01030	NHBDKAOG_02261	MCBBHCNB_01308	lcl|AMXB01000029.1_prot_ENO77751.1_3008	BFLDHLJO_03528	CEKMHFBL_03098	BBLLADNB_00496
OG0001360	2506671968	PEBOPBNB_00192	GNJGOIBN_01025	NHBDKAOG_03211	MCBBHCNB_01303	lcl|AMXB01000029.1_prot_ENO77749.1_3006	BFLDHLJO_03526	CEKMHFBL_03100	BBLLADNB_00494
OG0001361	2506671970	PEBOPBNB_00194	GNJGOIBN_01023	NHBDKAOG_03213	MCBBHCNB_01301	lcl|AMXB01000012.1_prot_ENO81361.1_1664	BFLDHLJO_03524	CEKMHFBL_02224	BBLLADNB_00492
OG0001362	2506671971	PEBOPBNB_00195	GNJGOIBN_01022	NHBDKAOG_03214	MCBBHCNB_01300	lcl|AMXB01000012.1_prot_ENO81360.1_1663, lcl|AMXB01000028.1_prot_ENO77989.1_2937	BFLDHLJO_03523	CEKMHFBL_02225	
OG0001363	2506671978	PEBOPBNB_00200	GNJGOIBN_01014	NHBDKAOG_03226	MCBBHCNB_01292	lcl|AMXB01000012.1_prot_ENO81354.1_1657	BFLDHLJO_03521	CEKMHFBL_00407	BBLLADNB_02489
OG0001364	2506671987	PEBOPBNB_00202	GNJGOIBN_01013	NHBDKAOG_03227	MCBBHCNB_01291	lcl|AMXB01000012.1_prot_ENO81327.1_1630	BFLDHLJO_03519	CEKMHFBL_00408	BBLLADNB_02491
OG0001365	2506671989	PEBOPBNB_00203	GNJGOIBN_01012	NHBDKAOG_03228	MCBBHCNB_01290	lcl|AMXB01000012.1_prot_ENO81323.1_1626	BFLDHLJO_03518	CEKMHFBL_00409	BBLLADNB_02492
OG0001366	2506671995	PEBOPBNB_03054	GNJGOIBN_02367	NHBDKAOG_02019	MCBBHCNB_02669	lcl|AMXB01000016.1_prot_ENO80840.1_2033	BFLDHLJO_02564	CEKMHFBL_01889	BBLLADNB_01492
OG0001367	2506671996	PEBOPBNB_03055	GNJGOIBN_02366	NHBDKAOG_02020	MCBBHCNB_02668	lcl|AMXB01000016.1_prot_ENO80839.1_2032	BFLDHLJO_02565	CEKMHFBL_01890	BBLLADNB_01493
OG0001368	2506671997	PEBOPBNB_03056	GNJGOIBN_02365	NHBDKAOG_02021	MCBBHCNB_02667	lcl|AMXB01000029.1_prot_ENO77798.1_3055	BFLDHLJO_02566	CEKMHFBL_01891	BBLLADNB_03592
OG0001369	2506671999	PEBOPBNB_03058	GNJGOIBN_02363	NHBDKAOG_02023	MCBBHCNB_02665	lcl|AMXB01000029.1_prot_ENO77796.1_3053	BFLDHLJO_02568	CEKMHFBL_01893	BBLLADNB_03590
OG0001370	2506672000	PEBOPBNB_03059	GNJGOIBN_02362	NHBDKAOG_02024	MCBBHCNB_02664	lcl|AMXB01000029.1_prot_ENO77795.1_3052	BFLDHLJO_02569	CEKMHFBL_01894	BBLLADNB_03589
OG0001371	2506672001	PEBOPBNB_03060	GNJGOIBN_02361	NHBDKAOG_02025	MCBBHCNB_02663	lcl|AMXB01000029.1_prot_ENO77794.1_3051	BFLDHLJO_02570	CEKMHFBL_01895	BBLLADNB_03090
OG0001372	2506672002	PEBOPBNB_03061	GNJGOIBN_02360	NHBDKAOG_02026	MCBBHCNB_02662	lcl|AMXB01000029.1_prot_ENO77793.1_3050	BFLDHLJO_02571	CEKMHFBL_01896	BBLLADNB_03091
OG0001373	2506672003	PEBOPBNB_03062	GNJGOIBN_02359	NHBDKAOG_02027	MCBBHCNB_02661	lcl|AMXB01000029.1_prot_ENO77792.1_3049	BFLDHLJO_02572	CEKMHFBL_01897	BBLLADNB_03092
OG0001374	2506672005	PEBOPBNB_03064	GNJGOIBN_02357	NHBDKAOG_01557	MCBBHCNB_02659	lcl|AMXB01000029.1_prot_ENO77790.1_3047	BFLDHLJO_02574	CEKMHFBL_01899	BBLLADNB_03094
OG0001375	2506672011	PEBOPBNB_03068	GNJGOIBN_02353	NHBDKAOG_01933	MCBBHCNB_02655	lcl|AMXB01000034.1_prot_ENO77038.1_3273	BFLDHLJO_02578	CEKMHFBL_01903	BBLLADNB_03098
OG0001376	2506672017	PEBOPBNB_02582	GNJGOIBN_02598	NHBDKAOG_04173	MCBBHCNB_02868	lcl|AMXB01000031.1_prot_ENO77419.1_3153	BFLDHLJO_00587	CEKMHFBL_00522	BBLLADNB_02938
OG0001377	2506672034	PEBOPBNB_02589	GNJGOIBN_02330	NHBDKAOG_02236, NHBDKAOG_03189	MCBBHCNB_02633	lcl|AMXB01000029.1_prot_ENO77759.1_3016	BFLDHLJO_00941		BBLLADNB_01339
OG0001378	2506672040	PEBOPBNB_02598	GNJGOIBN_02661	NHBDKAOG_00596	MCBBHCNB_02925	lcl|AMXB01000007.1_prot_ENO82130.1_1049	BFLDHLJO_01630	CEKMHFBL_00717	BBLLADNB_01348
OG0001379	2506672041	PEBOPBNB_02814	GNJGOIBN_02123	NHBDKAOG_02297	MCBBHCNB_02427	lcl|AMXB01000001.1_prot_ENO83195.1_68	BFLDHLJO_01744	CEKMHFBL_00730	BBLLADNB_03349
OG0001380	2506672042	PEBOPBNB_02815	GNJGOIBN_02122	NHBDKAOG_02298	MCBBHCNB_02426	lcl|AMXB01000002.1_prot_ENO82921.1_181	BFLDHLJO_01743	CEKMHFBL_00731	BBLLADNB_03348
OG0001381	2506672045	PEBOPBNB_02817	GNJGOIBN_02120	NHBDKAOG_02300	MCBBHCNB_02424	lcl|AMXB01000009.1_prot_ENO81862.1_1353	BFLDHLJO_01742	CEKMHFBL_00733	BBLLADNB_03714
OG0001382	2506672046	PEBOPBNB_02818	GNJGOIBN_02119	NHBDKAOG_02301	MCBBHCNB_02423	lcl|AMXB01000009.1_prot_ENO81861.1_1352	BFLDHLJO_01741	CEKMHFBL_00734	BBLLADNB_03713
OG0001383	2506672047	PEBOPBNB_02819	GNJGOIBN_02118	NHBDKAOG_02302	MCBBHCNB_02422	lcl|AMXB01000002.1_prot_ENO82919.1_179	BFLDHLJO_01740	CEKMHFBL_00735	BBLLADNB_03712
OG0001384	2506672060	PEBOPBNB_03691	GNJGOIBN_01926	NHBDKAOG_02511	MCBBHCNB_02239	lcl|AMXB01000020.1_prot_ENO80565.1_2447	BFLDHLJO_00906	CEKMHFBL_00617	BBLLADNB_03850
OG0001385	2506672068	PEBOPBNB_03363	GNJGOIBN_02384, GNJGOIBN_02395	NHBDKAOG_01995	MCBBHCNB_02685	lcl|AMXB01000027.1_prot_ENO78267.1_2903	BFLDHLJO_04016	CEKMHFBL_01776	
OG0001386	2506672105, 2506672478	PEBOPBNB_03173	GNJGOIBN_01879	NHBDKAOG_00457	MCBBHCNB_02192	lcl|AMXB01000001.1_prot_ENO83259.1_132	BFLDHLJO_01697		BBLLADNB_03532
OG0001387	2506672107	PEBOPBNB_02835	GNJGOIBN_02090	NHBDKAOG_01799	MCBBHCNB_02395	lcl|AMXB01000021.1_prot_ENO80067.1_2513	BFLDHLJO_00880	CEKMHFBL_00751	BBLLADNB_01221
OG0001388	2506672108	PEBOPBNB_02834	GNJGOIBN_02091	NHBDKAOG_01800	MCBBHCNB_02396	lcl|AMXB01000010.1_prot_ENO81618.1_1386	BFLDHLJO_00879	CEKMHFBL_00750	BBLLADNB_01222
OG0001389	2506672112	PEBOPBNB_02832	GNJGOIBN_02094	NHBDKAOG_01802	MCBBHCNB_02398	lcl|AMXB01000010.1_prot_ENO81619.1_1387	BFLDHLJO_00877	CEKMHFBL_00748	BBLLADNB_01224
OG0001390	2506672114	PEBOPBNB_02830	GNJGOIBN_02096	NHBDKAOG_02313	MCBBHCNB_02400	lcl|AMXB01000010.1_prot_ENO81621.1_1389	BFLDHLJO_00875	CEKMHFBL_00746	BBLLADNB_01226
OG0001391	2506672145	PEBOPBNB_02829	GNJGOIBN_02097	NHBDKAOG_02312	MCBBHCNB_02401	lcl|AMXB01000010.1_prot_ENO81622.1_1390	BFLDHLJO_00874	CEKMHFBL_00745	BBLLADNB_01227
OG0001392	2506672146	PEBOPBNB_02828	GNJGOIBN_02098	NHBDKAOG_02311	MCBBHCNB_02402	lcl|AMXB01000006.1_prot_ENO82321.1_925	BFLDHLJO_00873	CEKMHFBL_00744	BBLLADNB_01228
OG0001393	2506672147	PEBOPBNB_02827	GNJGOIBN_02099	NHBDKAOG_02310	MCBBHCNB_02403	lcl|AMXB01000006.1_prot_ENO82322.1_926	BFLDHLJO_00872	CEKMHFBL_00743	BBLLADNB_01229
OG0001394	2506672148	PEBOPBNB_02826	GNJGOIBN_02100	NHBDKAOG_02309	MCBBHCNB_02404	lcl|AMXB01000006.1_prot_ENO82323.1_927	BFLDHLJO_00871	CEKMHFBL_00742	BBLLADNB_01230
OG0001395	2506672153	PEBOPBNB_02825	GNJGOIBN_02101	NHBDKAOG_02308	MCBBHCNB_02405	lcl|AMXB01000010.1_prot_ENO81626.1_1394	BFLDHLJO_01732	CEKMHFBL_00741	BBLLADNB_01231
OG0001396	2506672155	PEBOPBNB_01357	GNJGOIBN_00983	NHBDKAOG_03445	MCBBHCNB_01260	lcl|AMXB01000007.1_prot_ENO82145.1_1064	BFLDHLJO_00244	CEKMHFBL_01291	BBLLADNB_03785
OG0001397	2506672156	PEBOPBNB_01356	GNJGOIBN_00984	NHBDKAOG_03446	MCBBHCNB_01261	lcl|AMXB01000007.1_prot_ENO82144.1_1063	BFLDHLJO_00238	CEKMHFBL_01292	BBLLADNB_03784
OG0001398	2506672158	PEBOPBNB_01354	GNJGOIBN_00986	NHBDKAOG_03278	MCBBHCNB_01263	lcl|AMXB01000007.1_prot_ENO82142.1_1061	BFLDHLJO_00236	CEKMHFBL_01294	BBLLADNB_03631
OG0001399	2506672159	PEBOPBNB_01353	GNJGOIBN_00987	NHBDKAOG_03277	MCBBHCNB_01264	lcl|AMXB01000007.1_prot_ENO82141.1_1060	BFLDHLJO_00235	CEKMHFBL_01295	BBLLADNB_03630
OG0001400	2506672165	PEBOPBNB_01351	GNJGOIBN_00989	NHBDKAOG_03261	MCBBHCNB_01266	lcl|AMXB01000027.1_prot_ENO78253.1_2889, lcl|AMXB01000030.1_prot_ENO77567.1_3068	BFLDHLJO_00230	CEKMHFBL_00940	
OG0001401	2506672181	PEBOPBNB_01696	GNJGOIBN_01208	NHBDKAOG_01771	MCBBHCNB_01478	lcl|AMXB01000002.1_prot_ENO82988.1_248	BFLDHLJO_01239	CEKMHFBL_00161	BBLLADNB_00025
OG0001402	2506672183	PEBOPBNB_01698	GNJGOIBN_01210	NHBDKAOG_01773	MCBBHCNB_01480	lcl|AMXB01000002.1_prot_ENO82987.1_247	BFLDHLJO_01237	CEKMHFBL_00159	BBLLADNB_00027
OG0001403	2506672187	PEBOPBNB_01703	GNJGOIBN_01211	NHBDKAOG_04356	MCBBHCNB_01481	lcl|AMXB01000002.1_prot_ENO82982.1_242	BFLDHLJO_01232	CEKMHFBL_00389	BBLLADNB_00033
OG0001404	2506672188	PEBOPBNB_01704	GNJGOIBN_01212	NHBDKAOG_04355	MCBBHCNB_01482	lcl|AMXB01000002.1_prot_ENO82981.1_241	BFLDHLJO_01231	CEKMHFBL_00154	BBLLADNB_00034
OG0001405	2506672189	PEBOPBNB_01705	GNJGOIBN_01213	NHBDKAOG_04354	MCBBHCNB_01483	lcl|AMXB01000002.1_prot_ENO82980.1_240	BFLDHLJO_01230	CEKMHFBL_00153	BBLLADNB_00035
OG0001406	2506672191	PEBOPBNB_01726	GNJGOIBN_01215	NHBDKAOG_04353	MCBBHCNB_01485	lcl|AMXB01000002.1_prot_ENO82979.1_239	BFLDHLJO_01229	CEKMHFBL_00152	BBLLADNB_00036
OG0001407	2506672192	PEBOPBNB_01727	GNJGOIBN_01216	NHBDKAOG_04352	MCBBHCNB_01486	lcl|AMXB01000002.1_prot_ENO82978.1_238	BFLDHLJO_01228	CEKMHFBL_00151	BBLLADNB_00037
OG0001408	2506672193	PEBOPBNB_01728	GNJGOIBN_01217	NHBDKAOG_04790	MCBBHCNB_01487	lcl|AMXB01000002.1_prot_ENO82977.1_237	BFLDHLJO_01227	CEKMHFBL_00150	BBLLADNB_00038
OG0001409	2506672194	PEBOPBNB_01729	GNJGOIBN_01218	NHBDKAOG_03043	MCBBHCNB_01488	lcl|AMXB01000002.1_prot_ENO82976.1_236	BFLDHLJO_01226	CEKMHFBL_00149	BBLLADNB_00039
OG0001410	2506672195	PEBOPBNB_01730	GNJGOIBN_01219	NHBDKAOG_03042	MCBBHCNB_01489	lcl|AMXB01000002.1_prot_ENO82975.1_235	BFLDHLJO_01225	CEKMHFBL_00148	BBLLADNB_00040
OG0001411	2506672196	PEBOPBNB_01731	GNJGOIBN_01220	NHBDKAOG_03041	MCBBHCNB_01490	lcl|AMXB01000002.1_prot_ENO82974.1_234	BFLDHLJO_01224	CEKMHFBL_00147	BBLLADNB_00041
OG0001412	2506672197	PEBOPBNB_01732	GNJGOIBN_01221	NHBDKAOG_03040	MCBBHCNB_01491	lcl|AMXB01000002.1_prot_ENO82973.1_233	BFLDHLJO_01223	CEKMHFBL_00146	BBLLADNB_00042
OG0001413	2506672198	PEBOPBNB_01733	GNJGOIBN_01222	NHBDKAOG_03039	MCBBHCNB_01492	lcl|AMXB01000002.1_prot_ENO82972.1_232	BFLDHLJO_01222	CEKMHFBL_00145	BBLLADNB_00043
OG0001414	2506672199	PEBOPBNB_01734	GNJGOIBN_01223	NHBDKAOG_03038	MCBBHCNB_01493	lcl|AMXB01000002.1_prot_ENO82971.1_231	BFLDHLJO_01221	CEKMHFBL_00144	BBLLADNB_00044
OG0001415	2506672200	PEBOPBNB_01735	GNJGOIBN_01224	NHBDKAOG_03037	MCBBHCNB_01494	lcl|AMXB01000002.1_prot_ENO82970.1_230	BFLDHLJO_01220	CEKMHFBL_00143	BBLLADNB_00045
OG0001416	2506672201	PEBOPBNB_01736	GNJGOIBN_01225	NHBDKAOG_03036	MCBBHCNB_01495	lcl|AMXB01000002.1_prot_ENO82969.1_229	BFLDHLJO_01219	CEKMHFBL_00142	BBLLADNB_00046
OG0001417	2506672224	PEBOPBNB_01230	GNJGOIBN_00934	NHBDKAOG_03834	MCBBHCNB_01209	lcl|AMXB01000002.1_prot_ENO82968.1_228	BFLDHLJO_00400	CEKMHFBL_00697	BBLLADNB_00525
OG0001418	2506672225	PEBOPBNB_01229	GNJGOIBN_00488	NHBDKAOG_03835	MCBBHCNB_00765	lcl|AMXB01000002.1_prot_ENO82967.1_227	BFLDHLJO_00399	CEKMHFBL_00698	BBLLADNB_00526
OG0001419	2506672228	PEBOPBNB_01226	GNJGOIBN_00486	NHBDKAOG_03066, NHBDKAOG_03837	MCBBHCNB_00763			CEKMHFBL_00700, CEKMHFBL_01982	BBLLADNB_00529
OG0001420	2506672231	PEBOPBNB_01223	GNJGOIBN_00483	NHBDKAOG_03840	MCBBHCNB_00760	lcl|AMXB01000002.1_prot_ENO82964.1_224	BFLDHLJO_00395	CEKMHFBL_01991	BBLLADNB_00532
OG0001421	2506672232	PEBOPBNB_01222	GNJGOIBN_00482	NHBDKAOG_03841	MCBBHCNB_00759	lcl|AMXB01000002.1_prot_ENO82963.1_223	BFLDHLJO_00394	CEKMHFBL_01990	BBLLADNB_00533
OG0001422	2506672233	PEBOPBNB_01221	GNJGOIBN_00481	NHBDKAOG_03842	MCBBHCNB_00758	lcl|AMXB01000002.1_prot_ENO82961.1_221	BFLDHLJO_00393	CEKMHFBL_01989	BBLLADNB_00534
OG0001423	2506672234	PEBOPBNB_01220	GNJGOIBN_00480	NHBDKAOG_03843	MCBBHCNB_00757	lcl|AMXB01000040.1_prot_ENO76360.1_3565	BFLDHLJO_00392	CEKMHFBL_01988	BBLLADNB_00535
OG0001424	2506672238	PEBOPBNB_01219	GNJGOIBN_00479	NHBDKAOG_00805	MCBBHCNB_00756	lcl|AMXB01000040.1_prot_ENO76359.1_3564	BFLDHLJO_00391	CEKMHFBL_01035	BBLLADNB_00536
OG0001425	2506672239	PEBOPBNB_01218	GNJGOIBN_00478	NHBDKAOG_00806	MCBBHCNB_00755	lcl|AMXB01000040.1_prot_ENO76358.1_3563	BFLDHLJO_00390	CEKMHFBL_01036	BBLLADNB_00537
OG0001426	2506672240	PEBOPBNB_01217	GNJGOIBN_00477	NHBDKAOG_00807	MCBBHCNB_00754	lcl|AMXB01000040.1_prot_ENO76357.1_3562	BFLDHLJO_00389	CEKMHFBL_01037	BBLLADNB_00538
OG0001427	2506672241	PEBOPBNB_01216	GNJGOIBN_00476	NHBDKAOG_00808	MCBBHCNB_00753	lcl|AMXB01000040.1_prot_ENO76356.1_3561	BFLDHLJO_00388	CEKMHFBL_01038	BBLLADNB_00539
OG0001428	2506672243	PEBOPBNB_00313	GNJGOIBN_03735	NHBDKAOG_00584	MCBBHCNB_04021	lcl|AMXB01000040.1_prot_ENO76355.1_3560	BFLDHLJO_00077	CEKMHFBL_00114	BBLLADNB_00938
OG0001429	2506672244	PEBOPBNB_00314	GNJGOIBN_03736	NHBDKAOG_00585	MCBBHCNB_04022	lcl|AMXB01000040.1_prot_ENO76354.1_3559	BFLDHLJO_00076	CEKMHFBL_00115	BBLLADNB_00939
OG0001430	2506672245	PEBOPBNB_00315	GNJGOIBN_03737	NHBDKAOG_00586	MCBBHCNB_04023	lcl|AMXB01000040.1_prot_ENO76353.1_3558	BFLDHLJO_00075	CEKMHFBL_00116	BBLLADNB_00940
OG0001431	2506672247	PEBOPBNB_00317	GNJGOIBN_03740	NHBDKAOG_00893	MCBBHCNB_04027	lcl|AMXB01000040.1_prot_ENO76351.1_3556	BFLDHLJO_00074	CEKMHFBL_00117	BBLLADNB_00944
OG0001432	2506672249	PEBOPBNB_00319	GNJGOIBN_03742	NHBDKAOG_00891	MCBBHCNB_04029	lcl|AMXB01000040.1_prot_ENO76349.1_3554	BFLDHLJO_00072	CEKMHFBL_00119	BBLLADNB_00946
OG0001433	2506672251	PEBOPBNB_00321	GNJGOIBN_03744	NHBDKAOG_00889	MCBBHCNB_04031	lcl|AMXB01000040.1_prot_ENO76348.1_3553	BFLDHLJO_00070	CEKMHFBL_00121	BBLLADNB_00948
OG0001434	2506672254	PEBOPBNB_00324	GNJGOIBN_03747	NHBDKAOG_00886	MCBBHCNB_04034	lcl|AMXB01000040.1_prot_ENO76345.1_3550	BFLDHLJO_00067	CEKMHFBL_00124	BBLLADNB_00951
OG0001435	2506672255	PEBOPBNB_00325	GNJGOIBN_03748	NHBDKAOG_00885	MCBBHCNB_04035	lcl|AMXB01000040.1_prot_ENO76344.1_3549	BFLDHLJO_00066	CEKMHFBL_00125	BBLLADNB_03246
OG0001436	2506672256	PEBOPBNB_02216	GNJGOIBN_00465	NHBDKAOG_00945	MCBBHCNB_00742	lcl|AMXB01000005.1_prot_ENO82441.1_736	BFLDHLJO_03972	CEKMHFBL_01939	BBLLADNB_01158
OG0001437	2506672257	PEBOPBNB_00362	GNJGOIBN_03791	NHBDKAOG_00865	MCBBHCNB_04069	lcl|AMXB01000005.1_prot_ENO82440.1_735	BFLDHLJO_00033	CEKMHFBL_02770	BBLLADNB_02273
OG0001438	2506672259	PEBOPBNB_00357	GNJGOIBN_03789	NHBDKAOG_00867	MCBBHCNB_04067	lcl|AMXB01000005.1_prot_ENO82439.1_734	BFLDHLJO_00035	CEKMHFBL_02768	BBLLADNB_02271
OG0001439	2506672260	PEBOPBNB_00356	GNJGOIBN_03788	NHBDKAOG_00868	MCBBHCNB_04066	lcl|AMXB01000005.1_prot_ENO82438.1_733	BFLDHLJO_00036	CEKMHFBL_02767	BBLLADNB_02270
OG0001440	2506672261	PEBOPBNB_00355	GNJGOIBN_03787	NHBDKAOG_00869	MCBBHCNB_04065	lcl|AMXB01000005.1_prot_ENO82437.1_732	BFLDHLJO_00037	CEKMHFBL_02766	BBLLADNB_02269
